file1;file2;kofola_fast_early_cnt-runtime;kofola_fast_early_cnt-retcode;kofola_fast_early_cnt-states_cnt;kofola_fast_early_plus_cnt-runtime;kofola_fast_early_plus_cnt-retcode;kofola_fast_early_plus_cnt-states_cnt;kofola_fast_dir_cnt-runtime;kofola_fast_dir_cnt-retcode;kofola_fast_dir_cnt-states_cnt;kofola_fast_gfee_cnt-runtime;kofola_fast_gfee_cnt-retcode;kofola_fast_gfee_cnt-states_cnt;kofola_fast_cnt-runtime;kofola_fast_cnt-retcode;kofola_fast_cnt-states_cnt;autfilt_64_cnt-runtime;autfilt_64_cnt-retcode;autfilt_64_cnt-states_cnt
automata/termination/MinusMin_true-termination.c_Iteration2_A.ba.hoa;automata/termination/MinusMin_true-termination.c_Iteration2_B.ba.hoa;0.0;1;5;0.0;1;5;0.01;1;5;0.0;1;5;0.0;1;5;0.01;1;5
automata/termination/MinusUserDefined_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/MinusUserDefined_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;10;0.0;1;10;0.0;1;10;0.0;1;10;0.0;1;10;0.01;1;13
automata/termination/MinusUserDefined_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/MinusUserDefined_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;21;0.0;1;21;0.0;1;21;0.0;1;21;0.0;1;21;0.0;1;20
automata/termination/NO_12_false-termination.c_Iteration2_A.ba.hoa;automata/termination/NO_12_false-termination.c_Iteration2_B.ba.hoa;0.0;1;7;0.0;1;7;0.0;1;7;0.0;1;7;0.0;1;7;0.0;1;10
automata/termination/Narrowing_false-termination_true-no-overflow.c_Iteration16_A.ba.hoa;automata/termination/Narrowing_false-termination_true-no-overflow.c_Iteration16_B.ba.hoa;0.0;1;44;0.0;1;44;0.01;1;44;0.0;1;44;0.0;1;44;0.0;1;122
automata/termination/Narrowing_false-termination_true-no-overflow.c_Iteration4_A.ba.hoa;automata/termination/Narrowing_false-termination_true-no-overflow.c_Iteration4_B.ba.hoa;0.0;1;11;0.0;1;11;0.0;1;11;0.0;1;11;0.01;1;11;0.0;1;55
automata/termination/Nested_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/Nested_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;9;0.0;1;9;0.0;1;9;0.01;1;9;0.01;1;9;0.0;1;11
automata/termination/Nested_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/Nested_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;16;0.0;1;16;0.0;1;16;0.0;1;16;0.0;1;16;0.0;1;13
automata/termination/NoriSharma-2013FSE-Fig8-alloca_true-termination.c.i_Iteration2_A.ba.hoa;automata/termination/NoriSharma-2013FSE-Fig8-alloca_true-termination.c.i_Iteration2_B.ba.hoa;0.0;1;43;0.0;1;43;0.0;1;43;0.0;1;43;0.0;1;43;0.0;1;100
automata/termination/NoriSharma-2013FSE-Fig8-alloca_true-termination.c.i_Iteration3_A.ba.hoa;automata/termination/NoriSharma-2013FSE-Fig8-alloca_true-termination.c.i_Iteration3_B.ba.hoa;0.0;1;42;0.01;1;42;0.07;1;42;0.0;1;42;0.01;1;42;0.01;1;54
automata/termination/Nyala-2lex_true-termination_true-valid-memsafety.c_Iteration2_A.ba.hoa;automata/termination/Nyala-2lex_true-termination_true-valid-memsafety.c_Iteration2_B.ba.hoa;0.0;1;8;0.0;1;8;0.0;1;8;0.01;1;8;0.0;1;8;0.0;1;9
automata/termination/Parallel_true-termination_true-valid-memsafety.c_Iteration2_A.ba.hoa;automata/termination/Parallel_true-termination_true-valid-memsafety.c_Iteration2_B.ba.hoa;0.0;1;5;0.0;1;5;0.0;1;5;0.0;1;5;0.0;1;5;0.0;1;9
automata/termination/PastaA10_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/PastaA10_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;9;0.0;1;9;0.0;1;9;0.0;1;9;0.0;1;9;0.01;1;11
automata/termination/PastaB11_true-termination.c_Iteration2_A.ba.hoa;automata/termination/PastaB11_true-termination.c_Iteration2_B.ba.hoa;0.0;1;9;0.0;1;9;0.0;1;9;0.0;1;9;0.0;1;9;0.0;1;13
automata/termination/PastaB16_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/PastaB16_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.01;1;6;0.0;1;6;0.0;1;6;0.0;1;6;0.0;1;6;0.0;1;8
automata/termination/PastaB16_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/PastaB16_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;5;0.0;1;5;0.0;1;5;0.0;1;5;0.01;1;5;0.0;1;10
automata/termination/PastaB17_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/PastaB17_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.01;1;5;0.0;1;5;0.0;1;5;0.0;1;5;0.0;1;5;0.0;1;6
automata/termination/PastaB17_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/PastaB17_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;0;16;0.0;0;16;0.0;0;16;0.0;0;16;0.0;0;16;0.0;0;10
automata/termination/PastaC1_true-termination.c_Iteration2_A.ba.hoa;automata/termination/PastaC1_true-termination.c_Iteration2_B.ba.hoa;0.0;1;7;0.0;1;7;0.0;1;7;0.0;1;7;0.0;1;7;0.01;1;9
automata/termination/PastaC1_true-termination.c_Iteration3_A.ba.hoa;automata/termination/PastaC1_true-termination.c_Iteration3_B.ba.hoa;0.0;1;11;0.0;1;11;0.0;1;11;0.0;1;11;0.0;1;11;0.0;1;12
automata/termination/PastaC2_true-termination.c_Iteration3_A.ba.hoa;automata/termination/PastaC2_true-termination.c_Iteration3_B.ba.hoa;0.0;1;7;0.0;1;7;0.0;1;7;0.0;1;7;0.0;1;7;0.0;1;9
automata/termination/PastaC2_true-termination.c_Iteration4_A.ba.hoa;automata/termination/PastaC2_true-termination.c_Iteration4_B.ba.hoa;0.0;1;15;0.0;1;15;0.0;1;15;0.0;1;15;0.0;1;15;0.0;1;13
automata/termination/Piecewise_true-termination_true-valid-memsafety.c_Iteration2_A.ba.hoa;automata/termination/Piecewise_true-termination_true-valid-memsafety.c_Iteration2_B.ba.hoa;0.0;1;6;0.01;1;6;0.0;1;6;0.0;1;6;0.0;1;6;0.0;1;19
automata/termination/Piecewise_true-termination_true-valid-memsafety.c_Iteration4_A.ba.hoa;automata/termination/Piecewise_true-termination_true-valid-memsafety.c_Iteration4_B.ba.hoa;0.0;1;10;0.01;1;10;0.0;1;10;0.0;1;10;0.0;1;10;0.0;1;10
automata/termination/PodelskiRybalchenko-LICS2004-Fig1_true-termination_false-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig1_true-termination_false-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;10;0.0;1;10;0.0;1;10;0.0;1;10;0.0;1;10;0.0;1;10
automata/termination/PodelskiRybalchenko-LICS2004-Fig1_true-termination_false-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig1_true-termination_false-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;12;0.0;1;12;0.0;1;12;0.0;1;12;0.0;1;12;0.0;1;16
automata/termination/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration2_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration2_B.ba.hoa;0.0;1;13;0.0;1;13;0.0;1;13;0.01;1;13;0.0;1;13;0.0;1;24
automata/termination/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration3_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration3_B.ba.hoa;0.0;1;23;0.01;1;23;0.01;1;23;0.0;1;23;0.0;1;23;0.0;1;91
automata/termination/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration4_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration4_B.ba.hoa;0.0;1;42;0.01;1;42;0.05;1;42;0.0;1;42;0.0;1;42;0.0;1;202
automata/termination/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration5_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration5_B.ba.hoa;0.0;1;116;0.0;1;116;1.7;1;116;0.0;1;116;0.0;1;116;0.01;1;1046
automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration2_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration2_B.ba.hoa;0.01;1;13;0.0;1;13;0.0;1;13;0.01;1;13;0.0;1;13;0.0;1;26
automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration3_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration3_B.ba.hoa;0.0;1;45;0.0;1;45;0.03;1;45;0.0;1;45;0.0;1;45;0.0;1;184
automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration4_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration4_B.ba.hoa;0.01;1;50;0.0;1;50;0.01;1;50;0.0;1;50;0.0;1;50;0.0;1;183
automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration5_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration5_B.ba.hoa;0.0;1;47;0.0;1;47;0.12;1;47;0.0;1;47;0.0;1;47;0.0;1;368
automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration6_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration6_B.ba.hoa;0.0;1;116;0.0;1;116;1.77;1;116;0.0;1;116;0.0;1;116;0.0;1;1205
automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration7_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration7_B.ba.hoa;0.01;1;196;0.01;1;196;TO;TO;TO;0.01;1;196;0.01;1;196;0.01;1;8749
automata/termination/PodelskiRybalchenko-TACAS2011-Fig2_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/PodelskiRybalchenko-TACAS2011-Fig2_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;7;0.0;1;7;0.0;1;7;0.0;1;7;0.0;1;7;0.0;1;7
automata/termination/PodelskiRybalchenko-TACAS2011-Fig2_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/PodelskiRybalchenko-TACAS2011-Fig2_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.01;1;11;0.0;1;11;0.0;1;11;0.01;1;11;0.0;1;11;0.0;1;12
automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration2_A.ba.hoa;automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration2_B.ba.hoa;0.0;1;13;0.0;1;13;0.0;1;13;0.0;1;13;0.01;1;13;0.0;1;26
automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration3_A.ba.hoa;automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration3_B.ba.hoa;0.0;1;31;0.0;1;31;0.02;1;31;0.01;1;31;0.0;1;31;0.0;1;182
automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration4_A.ba.hoa;automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration4_B.ba.hoa;0.0;1;65;0.0;1;65;0.01;1;65;0.0;1;65;0.0;1;65;0.0;1;183
automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration5_A.ba.hoa;automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration5_B.ba.hoa;0.0;1;51;0.0;1;51;0.11;1;51;0.0;1;51;0.0;1;51;0.01;1;368
automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration6_A.ba.hoa;automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration6_B.ba.hoa;0.0;1;117;0.0;1;117;1.67;1;117;0.0;1;117;0.0;1;117;0.0;1;1350
automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration7_A.ba.hoa;automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration7_B.ba.hoa;0.01;1;240;0.01;1;240;TO;TO;TO;0.01;1;240;0.01;1;240;0.02;1;8749
automata/termination/Pure2Phase_true-termination_true-valid-memsafety.c_Iteration2_A.ba.hoa;automata/termination/Pure2Phase_true-termination_true-valid-memsafety.c_Iteration2_B.ba.hoa;0.01;1;22;0.0;1;23;0.0;1;23;0.0;1;23;0.0;1;23;0.0;1;20
automata/termination/Sunset_false-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/Sunset_false-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;17;0.0;1;17;0.0;1;17;0.0;1;17;0.0;1;17;0.0;1;20
automata/termination/Sunset_false-termination_true-no-overflow.c_Iteration4_A.ba.hoa;automata/termination/Sunset_false-termination_true-no-overflow.c_Iteration4_B.ba.hoa;0.0;1;21;0.0;1;21;0.0;1;21;0.0;1;21;0.0;1;21;0.0;1;13
automata/termination/Sunset_false-termination_true-no-overflow.c_Iteration5_A.ba.hoa;automata/termination/Sunset_false-termination_true-no-overflow.c_Iteration5_B.ba.hoa;0.01;1;15;0.01;1;15;0.01;1;15;0.0;1;15;0.0;1;15;0.0;1;17
automata/termination/Sunset_false-termination_true-no-overflow.c_Iteration6_A.ba.hoa;automata/termination/Sunset_false-termination_true-no-overflow.c_Iteration6_B.ba.hoa;0.0;1;18;0.0;1;18;0.0;1;18;0.01;1;18;0.0;1;18;0.0;1;23
automata/termination/TelAviv-Amir-Minimum-alloca_true-termination.c.i_Iteration2_A.ba.hoa;automata/termination/TelAviv-Amir-Minimum-alloca_true-termination.c.i_Iteration2_B.ba.hoa;0.0;1;18;0.01;1;18;0.0;1;18;0.0;1;18;0.0;1;18;0.0;1;33
automata/termination/TelAviv-Amir-Minimum-alloca_true-termination.c.i_Iteration3_A.ba.hoa;automata/termination/TelAviv-Amir-Minimum-alloca_true-termination.c.i_Iteration3_B.ba.hoa;0.0;1;90;0.0;1;90;0.01;1;90;0.0;1;90;0.0;1;90;0.0;1;105
automata/termination/TelAviv-Amir-Minimum-alloca_true-termination.c.i_Iteration4_A.ba.hoa;automata/termination/TelAviv-Amir-Minimum-alloca_true-termination.c.i_Iteration4_B.ba.hoa;0.0;1;84;0.0;1;84;4.39;1;84;0.0;1;84;0.0;1;84;0.01;1;935
automata/termination/TelAviv-Amir-Minimum-alloca_true-termination.c.i_Iteration5_A.ba.hoa;automata/termination/TelAviv-Amir-Minimum-alloca_true-termination.c.i_Iteration5_B.ba.hoa;0.0;1;139;0.01;1;139;212.53;1;139;0.01;1;139;0.01;1;139;0.02;1;7788
automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration2_A.ba.hoa;automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration2_B.ba.hoa;0.0;1;12;0.0;1;12;0.0;1;12;0.0;1;12;0.0;1;12;0.0;1;73
automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration3_A.ba.hoa;automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration3_B.ba.hoa;0.0;1;36;0.0;1;36;0.02;1;36;0.0;1;36;0.0;1;36;0.0;1;201
automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration4_A.ba.hoa;automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration4_B.ba.hoa;0.0;1;24;0.0;1;24;0.08;1;24;0.0;1;24;0.0;1;24;0.0;1;343
automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration5_A.ba.hoa;automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration5_B.ba.hoa;0.0;1;120;0.0;1;120;0.08;1;120;0.0;1;120;0.0;1;120;0.0;1;297
automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration6_A.ba.hoa;automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration6_B.ba.hoa;0.01;1;115;0.0;1;115;0.63;1;115;0.0;1;115;0.0;1;115;0.0;1;542
automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration7_A.ba.hoa;automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration7_B.ba.hoa;0.0;1;96;0.0;1;96;0.14;1;96;0.0;1;96;0.0;1;96;0.0;1;575
automata/termination/Toulouse-BranchesToLoop_true-termination_true-valid-memsafety.c_Iteration2_A.ba.hoa;automata/termination/Toulouse-BranchesToLoop_true-termination_true-valid-memsafety.c_Iteration2_B.ba.hoa;0.0;1;7;0.0;1;7;0.0;1;7;0.0;1;7;0.0;1;7;0.0;1;7
automata/termination/Toulouse-MultiBranchesToLoop-alloca_true-termination.c.i_Iteration14_A.ba.hoa;automata/termination/Toulouse-MultiBranchesToLoop-alloca_true-termination.c.i_Iteration14_B.ba.hoa;0.01;1;67;0.0;1;67;0.05;1;67;0.01;1;67;0.01;1;67;0.01;1;252
automata/termination/Toulouse-MultiBranchesToLoop-alloca_true-termination.c.i_Iteration7_A.ba.hoa;automata/termination/Toulouse-MultiBranchesToLoop-alloca_true-termination.c.i_Iteration7_B.ba.hoa;0.0;1;67;0.0;1;67;0.03;1;67;0.01;1;67;0.0;1;67;0.01;1;122
automata/termination/Toulouse-MultiBranchesToLoop_true-termination_true-valid-memsafety.c_Iteration3_A.ba.hoa;automata/termination/Toulouse-MultiBranchesToLoop_true-termination_true-valid-memsafety.c_Iteration3_B.ba.hoa;0.0;1;14;0.0;1;14;0.0;1;14;0.0;1;14;0.0;1;14;0.0;1;14
automata/termination/Toulouse-MultiBranchesToLoop_true-termination_true-valid-memsafety.c_Iteration4_A.ba.hoa;automata/termination/Toulouse-MultiBranchesToLoop_true-termination_true-valid-memsafety.c_Iteration4_B.ba.hoa;0.01;1;14;0.0;1;14;0.01;1;14;0.0;1;14;0.0;1;14;0.0;1;14
automata/termination/UpAndDown_false-termination_true-no-overflow.c_Iteration15_A.ba.hoa;automata/termination/UpAndDown_false-termination_true-no-overflow.c_Iteration15_B.ba.hoa;0.01;1;262;0.0;1;262;2.08;1;262;0.0;1;262;0.01;1;262;0.0;1;1023
automata/termination/UpAndDown_false-termination_true-no-overflow.c_Iteration16_A.ba.hoa;automata/termination/UpAndDown_false-termination_true-no-overflow.c_Iteration16_B.ba.hoa;0.0;1;399;0.0;1;399;162.16;1;399;0.01;1;399;0.01;1;399;0.01;1;4934
automata/termination/UpAndDown_false-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/UpAndDown_false-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;8;0.0;1;8;0.0;1;8;0.0;1;8;0.0;1;8;0.0;1;17
automata/termination/UpAndDown_false-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/UpAndDown_false-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;12;0.0;1;12;0.01;1;12;0.01;1;12;0.0;1;12;0.0;1;82
automata/termination/UpAndDown_false-termination_true-no-overflow.c_Iteration4_A.ba.hoa;automata/termination/UpAndDown_false-termination_true-no-overflow.c_Iteration4_B.ba.hoa;0.0;1;61;0.0;1;61;1.08;1;61;0.0;1;61;0.0;1;61;0.01;1;933
automata/termination/Urban-2013WST-Fig2-alloca_true-termination.c.i_Iteration11_A.ba.hoa;automata/termination/Urban-2013WST-Fig2-alloca_true-termination.c.i_Iteration11_B.ba.hoa;0.01;1;66;0.0;1;66;0.01;1;66;0.01;1;66;0.0;1;66;0.0;1;66
automata/termination/Urban-2013WST-Fig2-alloca_true-termination.c.i_Iteration12_A.ba.hoa;automata/termination/Urban-2013WST-Fig2-alloca_true-termination.c.i_Iteration12_B.ba.hoa;0.01;1;12;0.0;1;12;0.01;1;12;0.0;1;12;0.0;1;12;0.0;1;78
automata/termination/Urban-WST2013-Fig2_true-termination_true-no-overflow.c_Iteration11_A.ba.hoa;automata/termination/Urban-WST2013-Fig2_true-termination_true-no-overflow.c_Iteration11_B.ba.hoa;0.0;1;24;0.0;1;24;0.0;1;24;0.0;1;24;0.0;1;24;0.0;1;24
automata/termination/Urban-WST2013-Fig2_true-termination_true-no-overflow.c_Iteration12_A.ba.hoa;automata/termination/Urban-WST2013-Fig2_true-termination_true-no-overflow.c_Iteration12_B.ba.hoa;0.0;0;45;0.0;0;46;0.0;0;46;0.0;0;46;0.01;0;46;0.01;0;29
automata/termination/Urban-alloca_true-termination.c.i_Iteration2_A.ba.hoa;automata/termination/Urban-alloca_true-termination.c.i_Iteration2_B.ba.hoa;0.01;1;19;0.0;1;19;0.0;1;19;0.0;1;19;0.0;1;19;0.0;1;29
automata/termination/Urban-alloca_true-termination.c.i_Iteration4_A.ba.hoa;automata/termination/Urban-alloca_true-termination.c.i_Iteration4_B.ba.hoa;0.0;1;60;0.01;1;60;0.07;1;60;0.01;1;60;0.0;1;60;0.02;1;128
automata/termination/Urban-alloca_true-termination.c.i_Iteration5_A.ba.hoa;automata/termination/Urban-alloca_true-termination.c.i_Iteration5_B.ba.hoa;0.01;1;70;0.01;1;70;64.84;1;70;0.01;1;70;0.0;1;70;0.01;1;4215
automata/termination/Urban-alloca_true-termination.c.i_Iteration6_A.ba.hoa;automata/termination/Urban-alloca_true-termination.c.i_Iteration6_B.ba.hoa;0.01;1;200;0.01;1;200;499.62;1;200;0.01;1;200;0.01;1;200;0.01;1;7798
automata/termination/UrbanMine-ESOP2014-Fig3_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/UrbanMine-ESOP2014-Fig3_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;5;0.01;1;5;0.0;1;5;0.0;1;5;0.0;1;5;0.01;1;15
automata/termination/UrbanMine-ESOP2014-Fig3_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/UrbanMine-ESOP2014-Fig3_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;14;0.0;1;14;0.0;1;14;0.0;1;14;0.0;1;14;0.0;1;42
automata/termination/UrbanMine-ESOP2014-Fig3_true-termination_true-no-overflow.c_Iteration5_A.ba.hoa;automata/termination/UrbanMine-ESOP2014-Fig3_true-termination_true-no-overflow.c_Iteration5_B.ba.hoa;0.0;1;18;0.0;1;18;0.0;1;18;0.01;1;18;0.0;1;18;0.0;1;26
automata/termination/WhileNestedOffset_false-termination.c_Iteration2_A.ba.hoa;automata/termination/WhileNestedOffset_false-termination.c_Iteration2_B.ba.hoa;0.0;1;5;0.0;1;5;0.0;1;5;0.0;1;5;0.0;1;5;0.0;1;8
automata/termination/WhileNested_false-termination.c_Iteration2_A.ba.hoa;automata/termination/WhileNested_false-termination.c_Iteration2_B.ba.hoa;0.0;1;5;0.0;1;5;0.0;1;5;0.0;1;5;0.0;1;5;0.0;1;8
automata/termination/a.01_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/a.01_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;7;0.0;1;7;0.0;1;7;0.0;1;7;0.0;1;7;0.0;1;9
automata/termination/a.01_true-termination_true-no-overflow.c_Iteration4_A.ba.hoa;automata/termination/a.01_true-termination_true-no-overflow.c_Iteration4_B.ba.hoa;0.0;1;6;0.0;1;6;0.0;1;6;0.0;1;6;0.0;1;6;0.0;1;13
automata/termination/a.05-alloca_true-termination_true-no-overflow.c.i_Iteration2_A.ba.hoa;automata/termination/a.05-alloca_true-termination_true-no-overflow.c.i_Iteration2_B.ba.hoa;0.0;1;18;0.0;1;18;0.0;1;18;0.0;1;18;0.0;1;18;0.0;1;17
automata/termination/a.08-alloca_true-termination_true-no-overflow.c.i_Iteration2_A.ba.hoa;automata/termination/a.08-alloca_true-termination_true-no-overflow.c.i_Iteration2_B.ba.hoa;0.0;1;19;0.0;1;19;0.01;1;19;0.0;1;19;0.0;1;19;0.0;1;19
automata/termination/a.10-alloca_true-termination_true-no-overflow.c.i_Iteration2_A.ba.hoa;automata/termination/a.10-alloca_true-termination_true-no-overflow.c.i_Iteration2_B.ba.hoa;0.0;1;16;0.0;1;16;0.01;1;16;0.01;1;16;0.0;1;16;0.0;1;72
automata/termination/aaron3_true-termination_true-valid-memsafety.c_Iteration2_A.ba.hoa;automata/termination/aaron3_true-termination_true-valid-memsafety.c_Iteration2_B.ba.hoa;0.0;1;13;0.0;1;13;0.0;1;13;0.0;1;13;0.0;1;13;0.0;1;18
automata/termination/array01-alloca_true-termination.c.i_Iteration2_A.ba.hoa;automata/termination/array01-alloca_true-termination.c.i_Iteration2_B.ba.hoa;0.0;1;11;0.01;1;11;0.0;1;11;0.0;1;11;0.0;1;11;0.0;1;17
automata/termination/array01-alloca_true-termination.c.i_Iteration3_A.ba.hoa;automata/termination/array01-alloca_true-termination.c.i_Iteration3_B.ba.hoa;0.0;1;14;0.0;1;14;0.0;1;14;0.0;1;14;0.0;1;14;0.0;1;26
automata/termination/array06_alloca_true-termination.c.i_Iteration3_A.ba.hoa;automata/termination/array06_alloca_true-termination.c.i_Iteration3_B.ba.hoa;0.01;1;21;0.0;1;21;0.0;1;21;0.0;1;21;0.0;1;21;0.0;1;19
automata/termination/array07_alloca_true-termination.c.i_Iteration3_A.ba.hoa;automata/termination/array07_alloca_true-termination.c.i_Iteration3_B.ba.hoa;0.0;1;20;0.0;1;20;0.0;1;20;0.0;1;20;0.0;1;20;0.0;1;19
automata/termination/array14_alloca_false-termination.c.i_Iteration3_A.ba.hoa;automata/termination/array14_alloca_false-termination.c.i_Iteration3_B.ba.hoa;0.0;1;22;0.0;1;22;0.0;1;22;0.0;1;22;0.0;1;22;0.0;1;25
automata/termination/array14_alloca_false-termination.c.i_Iteration4_A.ba.hoa;automata/termination/array14_alloca_false-termination.c.i_Iteration4_B.ba.hoa;0.0;1;28;0.0;1;28;0.01;1;28;0.0;1;28;0.0;1;28;0.01;1;69
automata/termination/array16_alloca_fixed_true-termination.c.i_Iteration3_A.ba.hoa;automata/termination/array16_alloca_fixed_true-termination.c.i_Iteration3_B.ba.hoa;0.0;1;31;0.0;1;31;0.0;1;31;0.0;1;31;0.0;1;31;0.0;1;27
automata/termination/b.03-no-inv_assume-alloca_true-termination_true-no-overflow.c.i_Iteration2_A.ba.hoa;automata/termination/b.03-no-inv_assume-alloca_true-termination_true-no-overflow.c.i_Iteration2_B.ba.hoa;0.0;1;19;0.0;1;19;0.01;1;19;0.0;1;19;0.0;1;19;0.01;1;19
