file1;file2;kofola_high_cnt-runtime;kofola_high_cnt-retcode;kofola_high_cnt-states_cnt;kofola_high-runtime;kofola_high-retcode;kofola_high-states_cnt;kofola_medium_cnt-runtime;kofola_medium_cnt-retcode;kofola_medium_cnt-states_cnt;kofola_medium-runtime;kofola_medium-retcode;kofola_medium-states_cnt;kofola_low_cnt-runtime;kofola_low_cnt-retcode;kofola_low_cnt-states_cnt;kofola_low-runtime;kofola_low-retcode;kofola_low-states_cnt;kofola_no_preproc_cnt-runtime;kofola_no_preproc_cnt-retcode;kofola_no_preproc_cnt-states_cnt;kofola_no_preproc-runtime;kofola_no_preproc-retcode;kofola_no_preproc-states_cnt;kofola_nodir_high_cnt-runtime;kofola_nodir_high_cnt-retcode;kofola_nodir_high_cnt-states_cnt;kofola_nodir_high-runtime;kofola_nodir_high-retcode;kofola_nodir_high-states_cnt;kofola_nodir_medium_cnt-runtime;kofola_nodir_medium_cnt-retcode;kofola_nodir_medium_cnt-states_cnt;kofola_nodir_medium-runtime;kofola_nodir_medium-retcode;kofola_nodir_medium-states_cnt;kofola_nodir_low_cnt-runtime;kofola_nodir_low_cnt-retcode;kofola_nodir_low_cnt-states_cnt;kofola_nodir_low-runtime;kofola_nodir_low-retcode;kofola_nodir_low-states_cnt;kofola_nodir_no_preproc_cnt-runtime;kofola_nodir_no_preproc_cnt-retcode;kofola_nodir_no_preproc_cnt-states_cnt;kofola_nodir_no_preproc-runtime;kofola_nodir_no_preproc-retcode;kofola_nodir_no_preproc-states_cnt;kofola_noopt_high_cnt-runtime;kofola_noopt_high_cnt-retcode;kofola_noopt_high_cnt-states_cnt;kofola_noopt_high-runtime;kofola_noopt_high-retcode;kofola_noopt_high-states_cnt;kofola_noopt_medium_cnt-runtime;kofola_noopt_medium_cnt-retcode;kofola_noopt_medium_cnt-states_cnt;kofola_noopt_medium-runtime;kofola_noopt_medium-retcode;kofola_noopt_medium-states_cnt;kofola_noopt_low_cnt-runtime;kofola_noopt_low_cnt-retcode;kofola_noopt_low_cnt-states_cnt;kofola_noopt_low-runtime;kofola_noopt_low-retcode;kofola_noopt_low-states_cnt;kofola_noopt_no_preproc_cnt-runtime;kofola_noopt_no_preproc_cnt-retcode;kofola_noopt_no_preproc_cnt-states_cnt;kofola_noopt_no_preproc-runtime;kofola_noopt_no_preproc-retcode;kofola_noopt_no_preproc-states_cnt;autfilt_cnt-runtime;autfilt_cnt-retcode;autfilt_cnt-states_cnt;autfilt-runtime;autfilt-retcode;autfilt-states_cnt;autfilt_64_cnt-runtime;autfilt_64_cnt-retcode;autfilt_64_cnt-states_cnt;autfilt_64-runtime;autfilt_64-retcode;autfilt_64-states_cnt;rabit-runtime;rabit-retcode;rabit-states_cnt;forklift-runtime;forklift-retcode;forklift-states_cnt;bait-runtime;bait-retcode;bait-states_cnt
automata/termination/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration2_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration2_B.ba.hoa;0.0;1;16;0.0;1;;0.0;1;16;0.0;1;;0.01;1;16;0.0;1;;0.0;1;13;0.0;1;;0.01;1;16;0.0;1;;0.0;1;16;0.0;1;;0.0;1;16;0.0;1;;0.0;1;13;0.0;1;;0.0;1;13;0.0;1;;0.0;1;13;0.0;1;;0.0;1;13;0.0;1;;0.0;1;13;0.0;1;;0.0;1;24;0.0;1;;0.0;1;24;0.0;1;;0.05;0;;0.09;1;;0.08;0;
automata/termination/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration3_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration3_B.ba.hoa;0.01;1;28;0.0;1;;0.0;1;28;0.0;1;;0.0;1;27;0.0;1;;0.0;1;23;0.0;1;;0.01;1;28;0.01;1;;0.01;1;28;0.0;1;;0.01;1;27;0.0;1;;0.0;1;23;0.0;1;;0.0;1;23;0.0;1;;0.0;1;23;0.0;1;;0.0;1;23;0.0;1;;0.0;1;23;0.0;1;;0.0;1;91;0.0;1;;0.0;1;91;0.0;1;;0.05;0;;0.08;1;;0.1;0;
automata/termination/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration4_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration4_B.ba.hoa;0.13;1;77;0.13;1;;0.13;1;77;0.13;1;;0.07;1;41;0.07;1;;0.04;1;40;0.04;1;;0.11;1;77;0.11;1;;0.12;1;77;0.11;1;;0.05;1;41;0.05;1;;0.0;1;40;0.0;1;;0.0;1;42;0.0;1;;0.0;1;42;0.0;1;;0.0;1;42;0.0;1;;0.0;1;40;0.0;1;;0.01;1;202;0.0;1;;0.01;1;202;0.01;1;;0.16;0;;0.12;1;;0.16;0;
automata/termination/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration5_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration5_B.ba.hoa;1.98;1;116;1.95;1;;2.0;1;116;1.98;1;;1.84;1;116;1.84;1;;1.63;1;102;1.55;1;;0.37;1;116;0.38;1;;0.37;1;116;0.37;1;;0.16;1;116;0.16;1;;0.0;1;102;0.01;1;;0.0;1;116;0.0;1;;0.01;1;116;0.01;1;;0.0;1;116;0.0;1;;0.0;1;102;0.0;1;;0.02;1;1046;0.0;1;;0.01;1;1046;0.02;1;;0.4;0;;0.19;1;;0.35;0;
automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration2_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration2_B.ba.hoa;0.0;1;16;0.0;1;;0.01;1;16;0.0;1;;0.0;1;16;0.0;1;;0.0;1;13;0.0;1;;0.0;1;16;0.0;1;;0.0;1;16;0.0;1;;0.0;1;16;0.0;1;;0.0;1;13;0.0;1;;0.0;1;13;0.0;1;;0.0;1;13;0.0;1;;0.0;1;13;0.0;1;;0.0;1;13;0.0;1;;0.0;1;26;0.0;1;;0.0;1;26;0.0;1;;0.05;0;;0.08;1;;0.08;0;
automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration3_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration3_B.ba.hoa;0.06;1;8;0.06;1;;0.06;1;8;0.06;1;;0.04;1;23;0.05;1;;0.03;1;31;0.03;1;;0.06;1;8;0.05;1;;0.06;1;8;0.05;1;;0.04;1;23;0.04;1;;0.0;1;31;0.0;1;;0.0;1;45;0.0;1;;0.0;1;45;0.0;1;;0.0;1;45;0.0;1;;0.0;1;31;0.0;1;;0.01;1;184;0.0;1;;0.01;1;184;0.01;1;;0.14;0;;0.11;1;;0.16;0;
automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration4_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration4_B.ba.hoa;0.06;1;69;0.06;1;;0.06;1;69;0.06;1;;0.03;1;69;0.03;1;;0.02;1;49;0.01;1;;0.05;1;69;0.05;1;;0.06;1;69;0.05;1;;0.02;1;69;0.02;1;;0.0;1;49;0.0;1;;0.0;1;50;0.0;1;;0.0;1;50;0.0;1;;0.0;1;50;0.0;1;;0.0;1;49;0.0;1;;0.0;1;183;0.0;1;;0.0;1;183;0.0;1;;0.13;0;;0.09;1;;0.13;0;
automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration5_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration5_B.ba.hoa;0.29;1;41;0.28;1;;0.29;1;41;0.28;1;;0.16;1;41;0.16;1;;0.12;1;48;0.11;1;;0.26;1;41;0.26;1;;0.25;1;41;0.26;1;;0.11;1;41;0.1;1;;0.0;1;48;0.0;1;;0.0;1;47;0.0;1;;0.01;1;47;0.0;1;;0.0;1;47;0.0;1;;0.01;1;48;0.0;1;;0.0;1;368;0.0;1;;0.0;1;368;0.01;1;;0.21;0;;0.14;1;;0.18;0;
automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration6_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration6_B.ba.hoa;1.54;1;57;1.49;1;;1.47;1;57;1.5;1;;1.96;1;108;1.92;1;;1.66;1;111;1.63;1;;0.33;1;57;0.33;1;;0.34;1;57;0.33;1;;0.14;1;108;0.14;1;;0.0;1;111;0.0;1;;0.0;1;116;0.0;1;;0.0;1;116;0.0;1;;0.0;1;116;0.0;1;;0.0;1;111;0.0;1;;0.01;1;1205;0.0;1;;0.0;1;1205;0.01;1;;0.58;0;;0.19;1;;0.34;0;
automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration7_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration7_B.ba.hoa;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.02;1;196;0.02;1;;0.01;1;196;0.01;1;;0.01;1;196;0.01;1;;0.01;1;169;0.01;1;;0.02;1;196;0.0;1;;0.01;1;196;0.01;1;;0.01;1;196;0.01;1;;0.01;1;169;0.01;1;;0.02;1;8749;0.02;1;;0.01;1;8749;0.02;1;;13.01;0;;0.42;1;;7.54;0;
automata/termination/PodelskiRybalchenko-TACAS2011-Fig2_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/PodelskiRybalchenko-TACAS2011-Fig2_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;7;0.01;1;;0.0;1;7;0.0;1;;0.0;1;7;0.0;1;;0.0;1;8;0.0;1;;0.0;1;7;0.0;1;;0.0;1;7;0.0;1;;0.0;1;7;0.0;1;;0.0;1;8;0.0;1;;0.0;1;7;0.0;1;;0.0;1;7;0.0;1;;0.0;1;7;0.0;1;;0.0;1;8;0.0;1;;0.01;1;7;0.0;1;;0.0;1;7;0.0;1;;0.03;0;;0.07;1;;0.09;0;
automata/termination/PodelskiRybalchenko-TACAS2011-Fig2_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/PodelskiRybalchenko-TACAS2011-Fig2_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;15;0.0;1;;0.0;1;15;0.0;1;;0.0;1;11;0.0;1;;0.0;1;11;0.0;1;;0.0;1;15;0.0;1;;0.0;1;15;0.0;1;;0.0;1;11;0.0;1;;0.0;1;11;0.0;1;;0.0;1;11;0.0;1;;0.0;1;11;0.0;1;;0.0;1;11;0.0;1;;0.0;1;11;0.0;1;;0.01;1;12;0.0;1;;0.0;1;12;0.01;1;;0.04;0;;0.08;1;;0.08;0;
automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration2_A.ba.hoa;automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration2_B.ba.hoa;0.0;1;16;0.01;1;;0.0;1;16;0.0;1;;0.0;1;16;0.01;1;;0.0;1;13;0.0;1;;0.0;1;16;0.0;1;;0.0;1;16;0.0;1;;0.0;1;16;0.0;1;;0.0;1;13;0.0;1;;0.0;1;13;0.0;1;;0.0;1;13;0.0;1;;0.0;1;13;0.0;1;;0.0;1;13;0.0;1;;0.01;1;26;0.0;1;;0.0;1;26;0.0;1;;0.05;0;;0.09;1;;0.1;0;
automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration3_A.ba.hoa;automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration3_B.ba.hoa;0.05;1;8;0.05;1;;0.05;1;8;0.06;1;;0.03;1;23;0.04;1;;0.02;1;31;0.03;1;;0.05;1;8;0.05;1;;0.06;1;8;0.05;1;;0.03;1;23;0.03;1;;0.0;1;31;0.0;1;;0.0;1;31;0.0;1;;0.0;1;31;0.0;1;;0.0;1;31;0.0;1;;0.0;1;31;0.0;1;;0.01;1;182;0.0;1;;0.0;1;182;0.01;1;;0.15;0;;0.1;1;;0.18;0;
automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration4_A.ba.hoa;automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration4_B.ba.hoa;0.06;1;61;0.05;1;;0.06;1;61;0.06;1;;0.03;1;61;0.03;1;;0.01;1;49;0.01;1;;0.05;1;61;0.05;1;;0.05;1;61;0.05;1;;0.02;1;61;0.02;1;;0.0;1;49;0.0;1;;0.0;1;65;0.0;1;;0.0;1;65;0.0;1;;0.0;1;65;0.0;1;;0.0;1;49;0.0;1;;0.01;1;183;0.0;1;;0.0;1;183;0.01;1;;0.14;0;;0.09;1;;0.14;0;
automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration5_A.ba.hoa;automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration5_B.ba.hoa;0.28;1;44;0.28;1;;0.28;1;44;0.27;1;;0.16;1;44;0.16;1;;0.11;1;49;0.11;1;;0.26;1;44;0.26;1;;0.25;1;44;0.26;1;;0.11;1;44;0.11;1;;0.0;1;49;0.0;1;;0.0;1;51;0.0;1;;0.0;1;51;0.0;1;;0.0;1;51;0.0;1;;0.0;1;49;0.0;1;;0.01;1;368;0.0;1;;0.0;1;368;0.01;1;;0.28;0;;0.11;1;;0.22;0;
automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration6_A.ba.hoa;automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration6_B.ba.hoa;1.54;1;60;1.57;1;;1.58;1;60;1.57;1;;1.99;1;110;1.99;1;;1.72;1;119;1.67;1;;0.34;1;60;0.33;1;;0.34;1;60;0.33;1;;0.14;1;110;0.13;1;;0.0;1;119;0.0;1;;0.0;1;117;0.0;1;;0.0;1;117;0.0;1;;0.0;1;117;0.0;1;;0.0;1;119;0.0;1;;0.01;1;1350;0.01;1;;0.0;1;1350;0.01;1;;0.63;0;;0.21;1;;0.36;0;
automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration7_A.ba.hoa;automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration7_B.ba.hoa;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.01;1;240;0.02;1;;0.02;1;240;0.02;1;;0.01;1;240;0.01;1;;0.01;1;169;0.0;1;;0.01;1;240;0.01;1;;0.0;1;240;0.0;1;;0.01;1;240;0.01;1;;0.01;1;169;0.01;1;;0.02;1;8749;0.02;1;;0.01;1;8749;0.02;1;;12.38;0;;0.46;1;;7.67;0;
automata/termination/Pure2Phase_true-termination_true-valid-memsafety.c_Iteration2_A.ba.hoa;automata/termination/Pure2Phase_true-termination_true-valid-memsafety.c_Iteration2_B.ba.hoa;0.0;1;23;0.0;1;;0.0;1;23;0.0;1;;0.0;1;23;0.0;1;;0.0;1;20;0.0;1;;0.0;1;23;0.0;1;;0.0;1;23;0.0;1;;0.0;1;23;0.0;1;;0.0;1;20;0.0;1;;0.01;1;23;0.0;1;;0.0;1;23;0.0;1;;0.0;1;23;0.0;1;;0.0;1;20;0.0;1;;0.01;1;20;0.0;1;;0.01;1;20;0.01;1;;0.06;0;;0.08;1;;0.09;0;
automata/termination/Sunset_false-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/Sunset_false-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;13;0.0;1;;0.0;1;13;0.0;1;;0.0;1;19;0.0;1;;0.0;1;16;0.0;1;;0.0;1;13;0.0;1;;0.0;1;13;0.0;1;;0.0;1;19;0.0;1;;0.0;1;16;0.0;1;;0.0;1;17;0.0;1;;0.0;1;17;0.0;1;;0.0;1;17;0.0;1;;0.0;1;16;0.0;1;;0.01;1;20;0.0;1;;0.0;1;20;0.0;1;;0.04;0;;0.08;1;;0.1;0;
automata/termination/Sunset_false-termination_true-no-overflow.c_Iteration4_A.ba.hoa;automata/termination/Sunset_false-termination_true-no-overflow.c_Iteration4_B.ba.hoa;0.0;1;21;0.0;1;;0.0;1;21;0.0;1;;0.0;1;21;0.0;1;;0.0;1;21;0.0;1;;0.0;1;21;0.0;1;;0.0;1;21;0.0;1;;0.0;1;21;0.0;1;;0.0;1;21;0.0;1;;0.0;1;21;0.0;1;;0.0;1;21;0.0;1;;0.01;1;21;0.0;1;;0.0;1;21;0.0;1;;0.0;1;13;0.0;1;;0.0;1;13;0.0;1;;0.05;0;;0.07;1;;0.1;0;
automata/termination/Sunset_false-termination_true-no-overflow.c_Iteration5_A.ba.hoa;automata/termination/Sunset_false-termination_true-no-overflow.c_Iteration5_B.ba.hoa;0.0;1;14;0.0;1;;0.0;1;14;0.0;1;;0.0;1;14;0.0;1;;0.0;1;15;0.0;1;;0.0;1;14;0.0;1;;0.0;1;14;0.0;1;;0.0;1;14;0.0;1;;0.0;1;15;0.0;1;;0.0;1;15;0.0;1;;0.0;1;15;0.0;1;;0.0;1;15;0.0;1;;0.0;1;15;0.0;1;;0.01;1;17;0.0;1;;0.0;1;17;0.0;1;;0.04;0;;0.09;1;;0.1;0;
automata/termination/Sunset_false-termination_true-no-overflow.c_Iteration6_A.ba.hoa;automata/termination/Sunset_false-termination_true-no-overflow.c_Iteration6_B.ba.hoa;0.0;1;18;0.0;1;;0.01;1;18;0.0;1;;0.0;1;18;0.01;1;;0.0;1;18;0.0;1;;0.0;1;18;0.0;1;;0.0;1;18;0.0;1;;0.0;1;18;0.0;1;;0.0;1;18;0.0;1;;0.0;1;18;0.0;1;;0.0;1;18;0.0;1;;0.0;1;18;0.0;1;;0.0;1;18;0.0;1;;0.01;1;23;0.0;1;;0.01;1;23;0.0;1;;0.16;0;;0.08;1;;0.1;0;
automata/termination/TelAviv-Amir-Minimum-alloca_true-termination.c.i_Iteration2_A.ba.hoa;automata/termination/TelAviv-Amir-Minimum-alloca_true-termination.c.i_Iteration2_B.ba.hoa;0.01;1;18;0.01;1;;0.01;1;18;0.01;1;;0.0;1;18;0.01;1;;0.01;1;19;0.0;1;;0.0;1;18;0.0;1;;0.0;1;18;0.0;1;;0.0;1;18;0.0;1;;0.0;1;19;0.0;1;;0.0;1;18;0.0;1;;0.0;1;18;0.0;1;;0.0;1;18;0.0;1;;0.0;1;19;0.0;1;;0.01;1;33;0.0;1;;0.0;1;33;0.01;1;;0.07;0;;0.08;1;;0.11;0;
automata/termination/TelAviv-Amir-Minimum-alloca_true-termination.c.i_Iteration3_A.ba.hoa;automata/termination/TelAviv-Amir-Minimum-alloca_true-termination.c.i_Iteration3_B.ba.hoa;0.03;1;37;0.03;1;;0.02;1;37;0.02;1;;0.01;1;51;0.01;1;;0.01;1;90;0.01;1;;0.02;1;37;0.02;1;;0.02;1;37;0.03;1;;0.0;1;51;0.0;1;;0.0;1;90;0.0;1;;0.01;1;90;0.0;1;;0.01;1;90;0.0;1;;0.0;1;90;0.01;1;;0.01;1;90;0.0;1;;0.01;1;105;0.0;1;;0.0;1;105;0.01;1;;0.45;0;;0.11;1;;0.14;0;
automata/termination/TelAviv-Amir-Minimum-alloca_true-termination.c.i_Iteration4_A.ba.hoa;automata/termination/TelAviv-Amir-Minimum-alloca_true-termination.c.i_Iteration4_B.ba.hoa;1.18;1;80;1.16;1;;1.0;1;80;0.95;1;;1.15;1;100;1.15;1;;4.38;1;84;4.32;1;;0.37;1;80;0.36;1;;0.37;1;80;0.35;1;;0.11;1;100;0.11;1;;0.0;1;84;0.0;1;;0.0;1;80;0.01;1;;0.01;1;80;0.0;1;;0.0;1;84;0.0;1;;0.0;1;84;0.0;1;;0.01;1;935;0.01;1;;0.0;1;935;0.01;1;;0.5;0;;0.18;1;;0.3;0;
automata/termination/TelAviv-Amir-Minimum-alloca_true-termination.c.i_Iteration5_A.ba.hoa;automata/termination/TelAviv-Amir-Minimum-alloca_true-termination.c.i_Iteration5_B.ba.hoa;51.6;1;139;50.48;1;;74.36;1;139;74.55;1;;74.58;1;139;74.33;1;;217.47;1;139;215.39;1;;0.01;1;139;0.01;1;;0.02;1;139;0.01;1;;0.01;1;139;0.0;1;;0.01;1;139;0.01;1;;0.01;1;139;0.01;1;;0.02;1;139;0.01;1;;0.01;1;139;0.01;1;;0.01;1;139;0.01;1;;0.03;1;7788;0.01;1;;0.02;1;7788;0.01;1;;8.27;0;;0.38;1;;3.32;0;
automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration2_A.ba.hoa;automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration2_B.ba.hoa;0.01;1;12;0.01;1;;0.01;1;12;0.01;1;;0.01;1;12;0.0;1;;0.0;1;13;0.0;1;;0.01;1;12;0.01;1;;0.01;1;12;0.01;1;;0.0;1;12;0.0;1;;0.0;1;13;0.0;1;;0.0;1;12;0.0;1;;0.0;1;12;0.0;1;;0.0;1;12;0.0;1;;0.0;1;13;0.0;1;;0.01;1;73;0.0;1;;0.0;1;73;0.01;1;;0.09;0;;0.1;1;;0.1;0;
automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration3_A.ba.hoa;automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration3_B.ba.hoa;0.07;1;30;0.07;1;;0.07;1;30;0.07;1;;0.03;1;30;0.03;1;;0.02;1;32;0.02;1;;0.06;1;30;0.06;1;;0.07;1;30;0.06;1;;0.03;1;30;0.03;1;;0.0;1;32;0.0;1;;0.0;1;36;0.0;1;;0.0;1;36;0.0;1;;0.0;1;36;0.0;1;;0.0;1;32;0.0;1;;0.01;1;201;0.0;1;;0.01;1;201;0.01;1;;0.16;0;;0.09;1;;0.13;0;
automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration4_A.ba.hoa;automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration4_B.ba.hoa;0.08;1;8;0.08;1;;0.09;1;8;0.08;1;;0.05;1;8;0.04;1;;0.08;1;23;0.07;1;;0.07;1;8;0.07;1;;0.08;1;8;0.07;1;;0.03;1;8;0.03;1;;0.0;1;23;0.0;1;;0.0;1;24;0.0;1;;0.0;1;24;0.0;1;;0.0;1;24;0.0;1;;0.0;1;23;0.0;1;;0.01;1;343;0.0;1;;0.0;1;343;0.0;1;;0.17;0;;0.12;1;;0.16;0;
automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration5_A.ba.hoa;automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration5_B.ba.hoa;0.15;1;84;0.16;1;;0.15;1;84;0.16;1;;0.09;1;105;0.09;1;;0.08;1;107;0.08;1;;0.14;1;84;0.14;1;;0.14;1;84;0.13;1;;0.06;1;105;0.06;1;;0.0;1;107;0.0;1;;0.0;1;120;0.0;1;;0.0;1;120;0.0;1;;0.0;1;120;0.0;1;;0.0;1;107;0.0;1;;0.0;1;297;0.0;1;;0.0;1;297;0.01;1;;0.19;0;;0.13;1;;0.19;0;
automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration6_A.ba.hoa;automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration6_B.ba.hoa;0.7;1;119;0.69;1;;0.69;1;119;0.68;1;;0.4;1;167;0.39;1;;0.66;1;68;0.64;1;;0.59;1;119;0.62;1;;0.6;1;119;0.63;1;;0.29;1;167;0.3;1;;0.0;1;68;0.0;1;;0.0;1;115;0.0;1;;0.0;1;115;0.0;1;;0.0;1;115;0.0;1;;0.0;1;68;0.0;1;;0.01;1;542;0.0;1;;0.0;1;542;0.01;1;;0.3;0;;0.15;1;;0.26;0;
automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration7_A.ba.hoa;automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration7_B.ba.hoa;0.36;1;99;0.36;1;;0.36;1;99;0.35;1;;0.29;1;96;0.27;1;;0.16;1;89;0.15;1;;0.31;1;99;0.31;1;;0.32;1;99;0.31;1;;0.14;1;96;0.12;1;;0.0;1;89;0.0;1;;0.0;1;96;0.0;1;;0.0;1;96;0.0;1;;0.0;1;96;0.0;1;;0.0;1;89;0.0;1;;0.01;1;575;0.0;1;;0.0;1;575;0.01;1;;0.29;0;;0.15;1;;0.23;0;
automata/termination/Toulouse-BranchesToLoop_true-termination_true-valid-memsafety.c_Iteration2_A.ba.hoa;automata/termination/Toulouse-BranchesToLoop_true-termination_true-valid-memsafety.c_Iteration2_B.ba.hoa;0.0;1;6;0.0;1;;0.0;1;6;0.0;1;;0.0;1;7;0.0;1;;0.0;1;7;0.0;1;;0.0;1;6;0.0;1;;0.01;1;6;0.0;1;;0.0;1;7;0.0;1;;0.0;1;7;0.0;1;;0.0;1;6;0.0;1;;0.0;1;6;0.0;1;;0.0;1;7;0.0;1;;0.0;1;7;0.0;1;;0.01;1;7;0.0;1;;0.0;1;7;0.0;1;;0.13;0;;0.09;1;;0.09;0;
automata/termination/Toulouse-MultiBranchesToLoop-alloca_true-termination.c.i_Iteration14_A.ba.hoa;automata/termination/Toulouse-MultiBranchesToLoop-alloca_true-termination.c.i_Iteration14_B.ba.hoa;0.07;1;67;0.07;1;;0.07;1;67;0.07;1;;0.06;1;67;0.06;1;;0.05;1;67;0.04;1;;0.04;1;67;0.05;1;;0.05;1;67;0.05;1;;0.04;1;67;0.04;1;;0.0;1;67;0.0;1;;0.02;1;67;0.02;1;;0.01;1;67;0.01;1;;0.0;1;67;0.0;1;;0.01;1;67;0.0;1;;0.02;1;252;0.01;1;;0.01;1;252;0.02;1;;0.2;0;;0.17;1;;0.28;0;
automata/termination/Toulouse-MultiBranchesToLoop-alloca_true-termination.c.i_Iteration7_A.ba.hoa;automata/termination/Toulouse-MultiBranchesToLoop-alloca_true-termination.c.i_Iteration7_B.ba.hoa;0.04;1;67;0.04;1;;0.04;1;67;0.04;1;;0.04;1;67;0.03;1;;0.03;1;67;0.03;1;;0.01;1;67;0.01;1;;0.01;1;67;0.01;1;;0.0;1;67;0.01;1;;0.0;1;67;0.0;1;;0.01;1;67;0.01;1;;0.01;1;67;0.01;1;;0.01;1;67;0.01;1;;0.0;1;67;0.0;1;;0.01;1;122;0.01;1;;0.0;1;122;0.01;1;;0.18;0;;0.13;1;;0.25;0;
automata/termination/Toulouse-MultiBranchesToLoop_true-termination_true-valid-memsafety.c_Iteration3_A.ba.hoa;automata/termination/Toulouse-MultiBranchesToLoop_true-termination_true-valid-memsafety.c_Iteration3_B.ba.hoa;0.0;1;14;0.0;1;;0.0;1;14;0.0;1;;0.0;1;14;0.0;1;;0.0;1;14;0.0;1;;0.0;1;14;0.0;1;;0.0;1;14;0.0;1;;0.0;1;14;0.0;1;;0.0;1;14;0.0;1;;0.0;1;14;0.0;1;;0.0;1;14;0.0;1;;0.0;1;14;0.0;1;;0.0;1;14;0.0;1;;0.01;1;14;0.0;1;;0.01;1;14;0.0;1;;0.05;0;;0.08;1;;0.12;0;
