file1;file2;kofola_no_preproc_cnt-runtime;kofola_no_preproc_cnt-retcode;kofola_no_preproc_cnt-states_cnt;kofola_no_preproc-runtime;kofola_no_preproc-retcode;kofola_no_preproc-states_cnt;autfilt_cnt-runtime;autfilt_cnt-retcode;autfilt_cnt-states_cnt;autfilt-runtime;autfilt-retcode;autfilt-states_cnt
automata/termination/AliasDarteFeautrierGonnord-SAS2010-counterex1b_true-termination.c_Iteration2_A.ba.hoa;automata/termination/AliasDarteFeautrierGonnord-SAS2010-counterex1b_true-termination.c_Iteration2_B.ba.hoa;0.01;1;9;0.0;1;;0.01;1;12;0.0;1;
automata/termination/AliasDarteFeautrierGonnord-SAS2010-counterex1b_true-termination.c_Iteration3_A.ba.hoa;automata/termination/AliasDarteFeautrierGonnord-SAS2010-counterex1b_true-termination.c_Iteration3_B.ba.hoa;0.0;1;17;0.0;1;;0.01;1;25;0.0;1;
automata/termination/AliasDarteFeautrierGonnord-SAS2010-counterex1b_true-termination.c_Iteration4_A.ba.hoa;automata/termination/AliasDarteFeautrierGonnord-SAS2010-counterex1b_true-termination.c_Iteration4_B.ba.hoa;0.0;1;40;0.0;1;;0.01;1;26;0.0;1;
automata/termination/AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;7;0.0;1;;0.01;1;11;0.0;1;
automata/termination/AliasDarteFeautrierGonnord-SAS2010-loops_true-termination_false-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/AliasDarteFeautrierGonnord-SAS2010-loops_true-termination_false-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;7;0.0;1;;0.01;1;14;0.0;1;
automata/termination/AliasDarteFeautrierGonnord-SAS2010-nestedLoop_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/AliasDarteFeautrierGonnord-SAS2010-nestedLoop_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;11;0.0;1;;0.0;1;11;0.0;1;
automata/termination/AliasDarteFeautrierGonnord-SAS2010-nestedLoop_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/AliasDarteFeautrierGonnord-SAS2010-nestedLoop_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;24;0.0;1;;0.01;1;26;0.0;1;
automata/termination/AliasDarteFeautrierGonnord-SAS2010-nestedLoop_true-termination_true-no-overflow.c_Iteration4_A.ba.hoa;automata/termination/AliasDarteFeautrierGonnord-SAS2010-nestedLoop_true-termination_true-no-overflow.c_Iteration4_B.ba.hoa;0.0;1;33;0.0;1;;0.0;1;42;0.0;1;
automata/termination/AliasDarteFeautrierGonnord-SAS2010-nestedLoop_true-termination_true-no-overflow.c_Iteration5_A.ba.hoa;automata/termination/AliasDarteFeautrierGonnord-SAS2010-nestedLoop_true-termination_true-no-overflow.c_Iteration5_B.ba.hoa;0.0;1;25;0.0;1;;0.01;1;81;0.0;1;
automata/termination/AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;9;0.0;1;;0.01;1;12;0.0;1;
automata/termination/AliasDarteFeautrierGonnord-SAS2010-speedpldi3_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/AliasDarteFeautrierGonnord-SAS2010-speedpldi3_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;16;0.0;1;;0.0;1;17;0.0;1;
automata/termination/AliasDarteFeautrierGonnord-SAS2010-speedpldi4_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/AliasDarteFeautrierGonnord-SAS2010-speedpldi4_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;12;0.0;1;;0.01;1;13;0.0;1;
automata/termination/AliasDarteFeautrierGonnord-SAS2010-while2_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/AliasDarteFeautrierGonnord-SAS2010-while2_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;6;0.0;1;;0.01;1;8;0.0;1;
automata/termination/AliasDarteFeautrierGonnord-SAS2010-while2_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/AliasDarteFeautrierGonnord-SAS2010-while2_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;0;12;0.0;0;;0.01;0;12;0.0;0;
automata/termination/AliasDarteFeautrierGonnord-SAS2010-wise_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/AliasDarteFeautrierGonnord-SAS2010-wise_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.01;1;13;0.0;1;;0.01;1;14;0.0;1;
automata/termination/AlternDivWide_false-termination.c_Iteration2_A.ba.hoa;automata/termination/AlternDivWide_false-termination.c_Iteration2_B.ba.hoa;0.0;1;6;0.0;1;;0.01;1;8;0.0;1;
automata/termination/AlternDiv_false-termination.c_Iteration2_A.ba.hoa;automata/termination/AlternDiv_false-termination.c_Iteration2_B.ba.hoa;0.0;1;10;0.0;1;;0.01;1;12;0.0;1;
automata/termination/Avery-2006FLOPS-Tabel1_true-alloca_true-termination.c.i_Iteration2_A.ba.hoa;automata/termination/Avery-2006FLOPS-Tabel1_true-alloca_true-termination.c.i_Iteration2_B.ba.hoa;0.0;1;25;0.0;1;;0.01;1;37;0.0;1;
automata/termination/Avery-2006FLOPS-Tabel1_true-alloca_true-termination.c.i_Iteration4_A.ba.hoa;automata/termination/Avery-2006FLOPS-Tabel1_true-alloca_true-termination.c.i_Iteration4_B.ba.hoa;0.01;1;40;0.0;1;;0.01;1;92;0.0;1;
automata/termination/BradleyMannaSipma-CAV2005-Fig1_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/BradleyMannaSipma-CAV2005-Fig1_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;14;0.0;1;;0.0;1;32;0.0;1;
automata/termination/BradleyMannaSipma-CAV2005-Fig1_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/BradleyMannaSipma-CAV2005-Fig1_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;10;0.0;1;;0.0;1;31;0.0;1;
automata/termination/BrockschmidtCookFuhs-2013CAV-Fig1-alloca_true-termination.c.i_Iteration2_A.ba.hoa;automata/termination/BrockschmidtCookFuhs-2013CAV-Fig1-alloca_true-termination.c.i_Iteration2_B.ba.hoa;0.01;1;16;0.0;1;;0.01;1;20;0.0;1;
automata/termination/BrockschmidtCookFuhs-2013CAV-Fig1-alloca_true-termination.c.i_Iteration3_A.ba.hoa;automata/termination/BrockschmidtCookFuhs-2013CAV-Fig1-alloca_true-termination.c.i_Iteration3_B.ba.hoa;0.01;1;29;0.0;1;;0.0;1;40;0.0;1;
automata/termination/BrockschmidtCookFuhs-CAV2013-Fig9a_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/BrockschmidtCookFuhs-CAV2013-Fig9a_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;7;0.0;1;;0.01;1;7;0.0;1;
automata/termination/BrockschmidtCookFuhs-CAV2013-Fig9a_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/BrockschmidtCookFuhs-CAV2013-Fig9a_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;8;0.0;1;;0.0;1;11;0.0;1;
automata/termination/BrockschmidtCookFuhs-CAV2013-Fig9a_true-termination_true-no-overflow.c_Iteration4_A.ba.hoa;automata/termination/BrockschmidtCookFuhs-CAV2013-Fig9a_true-termination_true-no-overflow.c_Iteration4_B.ba.hoa;0.0;1;19;0.0;1;;0.01;1;22;0.0;1;
automata/termination/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.c_Iteration2_A.ba.hoa;automata/termination/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.c_Iteration2_B.ba.hoa;0.0;1;30;0.0;1;;0.01;1;78;0.0;1;
automata/termination/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.c_Iteration3_A.ba.hoa;automata/termination/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.c_Iteration3_B.ba.hoa;0.0;1;52;0.0;1;;0.0;1;246;0.0;1;
automata/termination/Choose_false-termination.c_Iteration4_A.ba.hoa;automata/termination/Choose_false-termination.c_Iteration4_B.ba.hoa;0.0;1;16;0.0;1;;0.01;1;17;0.0;1;
automata/termination/ComplxStruc_false-termination.c_Iteration4_A.ba.hoa;automata/termination/ComplxStruc_false-termination.c_Iteration4_B.ba.hoa;0.0;1;16;0.0;1;;0.0;1;67;0.0;1;
automata/termination/CookSeeZuleger-2013TACAS-Fig7b-alloca_true-termination.c.i_Iteration3_A.ba.hoa;automata/termination/CookSeeZuleger-2013TACAS-Fig7b-alloca_true-termination.c.i_Iteration3_B.ba.hoa;0.0;1;21;0.0;1;;0.01;1;28;0.0;1;
automata/termination/CookSeeZuleger-2013TACAS-Fig7b-alloca_true-termination.c.i_Iteration4_A.ba.hoa;automata/termination/CookSeeZuleger-2013TACAS-Fig7b-alloca_true-termination.c.i_Iteration4_B.ba.hoa;0.0;1;21;0.0;1;;0.01;1;66;0.01;1;
automata/termination/CookSeeZuleger-2013TACAS-Fig7b-alloca_true-termination.c.i_Iteration5_A.ba.hoa;automata/termination/CookSeeZuleger-2013TACAS-Fig7b-alloca_true-termination.c.i_Iteration5_B.ba.hoa;0.0;1;83;0.0;1;;0.0;1;826;0.0;1;
automata/termination/CookSeeZuleger-2013TACAS-Fig7b-alloca_true-termination.c.i_Iteration6_A.ba.hoa;automata/termination/CookSeeZuleger-2013TACAS-Fig7b-alloca_true-termination.c.i_Iteration6_B.ba.hoa;0.0;1;56;0.0;1;;0.0;1;1353;0.0;1;
automata/termination/CookSeeZuleger-TACAS2013-Fig1_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/CookSeeZuleger-TACAS2013-Fig1_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;8;0.0;1;;0.0;1;12;0.0;1;
automata/termination/CookSeeZuleger-TACAS2013-Fig7b_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/CookSeeZuleger-TACAS2013-Fig7b_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;8;0.0;1;;0.01;1;17;0.0;1;
automata/termination/CookSeeZuleger-TACAS2013-Fig7b_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/CookSeeZuleger-TACAS2013-Fig7b_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;35;0.0;1;;0.0;1;42;0.0;1;
automata/termination/CookSeeZuleger-TACAS2013-Fig8a-modified_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/CookSeeZuleger-TACAS2013-Fig8a-modified_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;8;0.0;1;;0.01;1;12;0.0;1;
automata/termination/CookSeeZuleger-TACAS2013-Fig8a_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/CookSeeZuleger-TACAS2013-Fig8a_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;10;0.0;1;;0.01;1;11;0.0;1;
automata/termination/CookSeeZuleger-TACAS2013-Fig8b_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/CookSeeZuleger-TACAS2013-Fig8b_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;9;0.0;1;;0.01;1;9;0.0;1;
automata/termination/Ex06_false-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/Ex06_false-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;5;0.0;1;;0.01;1;9;0.0;1;
automata/termination/Ex06_false-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/Ex06_false-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;7;0.0;1;;0.01;1;20;0.0;1;
automata/termination/Flip2_false-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/Flip2_false-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;11;0.0;1;;0.0;1;7;0.0;1;
automata/termination/Flip2_false-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/Flip2_false-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;43;0.0;1;;0.01;1;21;0.0;1;
automata/termination/GCD3_true-termination_true-no-overflow.c_Iteration4_A.ba.hoa;automata/termination/GCD3_true-termination_true-no-overflow.c_Iteration4_B.ba.hoa;0.0;1;10;0.0;1;;0.01;1;12;0.0;1;
automata/termination/GCD3_true-termination_true-no-overflow.c_Iteration5_A.ba.hoa;automata/termination/GCD3_true-termination_true-no-overflow.c_Iteration5_B.ba.hoa;0.0;1;18;0.0;1;;0.0;1;18;0.0;1;
automata/termination/GCD4_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/GCD4_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;7;0.0;1;;0.01;1;7;0.0;1;
automata/termination/GCD4_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/GCD4_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;13;0.0;1;;0.01;1;10;0.0;1;
automata/termination/GulavaniGulwani-CAV2008-Fig1a_true-termination.c_Iteration2_A.ba.hoa;automata/termination/GulavaniGulwani-CAV2008-Fig1a_true-termination.c_Iteration2_B.ba.hoa;0.0;1;8;0.0;1;;0.01;1;12;0.0;1;
automata/termination/GulavaniGulwani-CAV2008-Fig1a_true-termination.c_Iteration3_A.ba.hoa;automata/termination/GulavaniGulwani-CAV2008-Fig1a_true-termination.c_Iteration3_B.ba.hoa;0.0;1;11;0.0;1;;0.01;1;10;0.0;1;
automata/termination/GulwaniJainKoskinen-2009PLDI-Fig1-alloca_true-termination.c.i_Iteration3_A.ba.hoa;automata/termination/GulwaniJainKoskinen-2009PLDI-Fig1-alloca_true-termination.c.i_Iteration3_B.ba.hoa;0.0;1;34;0.0;1;;0.01;1;34;0.0;1;
automata/termination/GulwaniJainKoskinen-PLDI2009-Fig1_true-termination.c_Iteration3_A.ba.hoa;automata/termination/GulwaniJainKoskinen-PLDI2009-Fig1_true-termination.c_Iteration3_B.ba.hoa;0.0;1;12;0.0;1;;0.01;1;13;0.0;1;
automata/termination/GulwaniJainKoskinen-PLDI2009-Fig1_true-termination.c_Iteration5_A.ba.hoa;automata/termination/GulwaniJainKoskinen-PLDI2009-Fig1_true-termination.c_Iteration5_B.ba.hoa;0.0;1;39;0.0;1;;0.01;1;170;0.0;1;
automata/termination/HarrisLalNoriRajamani-SAS2010-Fig1_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/HarrisLalNoriRajamani-SAS2010-Fig1_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;8;0.0;1;;0.01;1;22;0.0;1;
automata/termination/HarrisLalNoriRajamani-SAS2010-Fig1_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/HarrisLalNoriRajamani-SAS2010-Fig1_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;13;0.0;1;;0.01;1;99;0.0;1;
automata/termination/KroeningSharyginaTsitovichWintersteiger-CAV2010-Fig1_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/KroeningSharyginaTsitovichWintersteiger-CAV2010-Fig1_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;10;0.0;1;;0.01;1;9;0.0;1;
automata/termination/LarrazOliverasRodriguez-CarbonellRubio-FMCAD2013-Fig1_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/LarrazOliverasRodriguez-CarbonellRubio-FMCAD2013-Fig1_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;8;0.0;1;;0.0;1;8;0.0;1;
automata/termination/LarrazOliverasRodriguez-CarbonellRubio-FMCAD2013-Fig1_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/LarrazOliverasRodriguez-CarbonellRubio-FMCAD2013-Fig1_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.01;1;27;0.0;1;;0.0;1;167;0.01;1;
automata/termination/LarrazOliverasRodriguez-CarbonellRubio-FMCAD2013-Fig1_true-termination_true-no-overflow.c_Iteration4_A.ba.hoa;automata/termination/LarrazOliverasRodriguez-CarbonellRubio-FMCAD2013-Fig1_true-termination_true-no-overflow.c_Iteration4_B.ba.hoa;0.02;1;78;0.02;1;;0.04;1;16215;0.03;1;
automata/termination/LeikeHeizmann-TACAS2014-Ex9_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/LeikeHeizmann-TACAS2014-Ex9_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;6;0.0;1;;0.0;1;15;0.0;1;
automata/termination/Masse-VMCAI2014-Ex6_true-termination.c_Iteration2_A.ba.hoa;automata/termination/Masse-VMCAI2014-Ex6_true-termination.c_Iteration2_B.ba.hoa;0.0;1;10;0.0;1;;0.01;1;9;0.0;1;
automata/termination/Masse-VMCAI2014-Fig1a_true-termination.c_Iteration3_A.ba.hoa;automata/termination/Masse-VMCAI2014-Fig1a_true-termination.c_Iteration3_B.ba.hoa;0.0;1;8;0.0;1;;0.01;1;9;0.0;1;
automata/termination/MinusMin_true-termination.c_Iteration2_A.ba.hoa;automata/termination/MinusMin_true-termination.c_Iteration2_B.ba.hoa;0.0;1;5;0.0;1;;0.0;1;5;0.0;1;
automata/termination/MinusUserDefined_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/MinusUserDefined_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;10;0.0;1;;0.0;1;13;0.0;1;
automata/termination/MinusUserDefined_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/MinusUserDefined_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;18;0.0;1;;0.01;1;20;0.0;1;
automata/termination/NO_12_false-termination.c_Iteration2_A.ba.hoa;automata/termination/NO_12_false-termination.c_Iteration2_B.ba.hoa;0.0;1;7;0.0;1;;0.01;1;10;0.0;1;
automata/termination/Narrowing_false-termination_true-no-overflow.c_Iteration16_A.ba.hoa;automata/termination/Narrowing_false-termination_true-no-overflow.c_Iteration16_B.ba.hoa;0.01;1;44;0.0;1;;0.01;1;122;0.0;1;
automata/termination/Narrowing_false-termination_true-no-overflow.c_Iteration4_A.ba.hoa;automata/termination/Narrowing_false-termination_true-no-overflow.c_Iteration4_B.ba.hoa;0.0;1;16;0.0;1;;0.0;1;55;0.0;1;
automata/termination/Nested_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/Nested_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;8;0.0;1;;0.0;1;11;0.0;1;
automata/termination/Nested_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/Nested_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;15;0.0;1;;0.01;1;13;0.0;1;
automata/termination/NoriSharma-2013FSE-Fig8-alloca_true-termination.c.i_Iteration2_A.ba.hoa;automata/termination/NoriSharma-2013FSE-Fig8-alloca_true-termination.c.i_Iteration2_B.ba.hoa;0.0;1;43;0.0;1;;0.01;1;100;0.01;1;
automata/termination/NoriSharma-2013FSE-Fig8-alloca_true-termination.c.i_Iteration3_A.ba.hoa;automata/termination/NoriSharma-2013FSE-Fig8-alloca_true-termination.c.i_Iteration3_B.ba.hoa;0.01;1;42;0.01;1;;0.01;1;54;0.0;1;
automata/termination/Nyala-2lex_true-termination_true-valid-memsafety.c_Iteration2_A.ba.hoa;automata/termination/Nyala-2lex_true-termination_true-valid-memsafety.c_Iteration2_B.ba.hoa;0.0;1;8;0.0;1;;0.0;1;9;0.0;1;
automata/termination/Parallel_true-termination_true-valid-memsafety.c_Iteration2_A.ba.hoa;automata/termination/Parallel_true-termination_true-valid-memsafety.c_Iteration2_B.ba.hoa;0.0;1;5;0.0;1;;0.0;1;9;0.0;1;
automata/termination/PastaA10_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/PastaA10_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;9;0.0;1;;0.01;1;11;0.0;1;
automata/termination/PastaB11_true-termination.c_Iteration2_A.ba.hoa;automata/termination/PastaB11_true-termination.c_Iteration2_B.ba.hoa;0.01;1;9;0.0;1;;0.0;1;13;0.0;1;
automata/termination/PastaB16_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/PastaB16_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;6;0.0;1;;0.0;1;8;0.0;1;
automata/termination/PastaB16_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/PastaB16_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;6;0.0;1;;0.0;1;10;0.0;1;
automata/termination/PastaB17_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/PastaB17_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;5;0.0;1;;0.01;1;6;0.0;1;
automata/termination/PastaB17_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/PastaB17_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;0;15;0.0;0;;0.0;0;10;0.0;0;
automata/termination/PastaC1_true-termination.c_Iteration2_A.ba.hoa;automata/termination/PastaC1_true-termination.c_Iteration2_B.ba.hoa;0.0;1;7;0.0;1;;0.01;1;9;0.0;1;
automata/termination/PastaC1_true-termination.c_Iteration3_A.ba.hoa;automata/termination/PastaC1_true-termination.c_Iteration3_B.ba.hoa;0.0;1;13;0.0;1;;0.01;1;12;0.0;1;
automata/termination/PastaC2_true-termination.c_Iteration3_A.ba.hoa;automata/termination/PastaC2_true-termination.c_Iteration3_B.ba.hoa;0.0;1;9;0.0;1;;0.0;1;9;0.0;1;
automata/termination/PastaC2_true-termination.c_Iteration4_A.ba.hoa;automata/termination/PastaC2_true-termination.c_Iteration4_B.ba.hoa;0.0;1;14;0.0;1;;0.0;1;13;0.0;1;
automata/termination/Piecewise_true-termination_true-valid-memsafety.c_Iteration2_A.ba.hoa;automata/termination/Piecewise_true-termination_true-valid-memsafety.c_Iteration2_B.ba.hoa;0.0;1;6;0.0;1;;0.01;1;19;0.0;1;
automata/termination/Piecewise_true-termination_true-valid-memsafety.c_Iteration4_A.ba.hoa;automata/termination/Piecewise_true-termination_true-valid-memsafety.c_Iteration4_B.ba.hoa;0.0;1;10;0.0;1;;0.01;1;10;0.0;1;
automata/termination/PodelskiRybalchenko-LICS2004-Fig1_true-termination_false-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig1_true-termination_false-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;10;0.0;1;;0.01;1;10;0.0;1;
automata/termination/PodelskiRybalchenko-LICS2004-Fig1_true-termination_false-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig1_true-termination_false-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;12;0.0;1;;0.01;1;16;0.0;1;
automata/termination/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration2_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration2_B.ba.hoa;0.0;1;13;0.0;1;;0.01;1;24;0.0;1;
automata/termination/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration3_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration3_B.ba.hoa;0.0;1;23;0.0;1;;0.0;1;91;0.0;1;
automata/termination/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration4_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration4_B.ba.hoa;0.0;1;40;0.0;1;;0.01;1;202;0.01;1;
