name;kofola_high_cnt-runtime;kofola_high_cnt-retcode;kofola_high_cnt-states_cnt;kofola_high-runtime;kofola_high-retcode;kofola_high-states_cnt;kofola_medium_cnt-runtime;kofola_medium_cnt-retcode;kofola_medium_cnt-states_cnt;kofola_medium-runtime;kofola_medium-retcode;kofola_medium-states_cnt;kofola_low_cnt-runtime;kofola_low_cnt-retcode;kofola_low_cnt-states_cnt;kofola_low-runtime;kofola_low-retcode;kofola_low-states_cnt;kofola_no_preproc_cnt-runtime;kofola_no_preproc_cnt-retcode;kofola_no_preproc_cnt-states_cnt;kofola_no_preproc-runtime;kofola_no_preproc-retcode;kofola_no_preproc-states_cnt;autfilt_cnt-runtime;autfilt_cnt-retcode;autfilt_cnt-states_cnt;autfilt-runtime;autfilt-retcode;autfilt-states_cnt
automata/termination/GCD3_true-termination_true-no-overflow.c_Iteration4_A.ba.hoa;automata/termination/GCD3_true-termination_true-no-overflow.c_Iteration4_B.ba.hoa;0.0;1;10;0.0;1;;0.0;1;10;0.0;1;;0.0;1;10;0.0;1;;0.01;1;10;0.0;1;;0.01;1;12;0.0;1;
automata/termination/GCD3_true-termination_true-no-overflow.c_Iteration5_A.ba.hoa;automata/termination/GCD3_true-termination_true-no-overflow.c_Iteration5_B.ba.hoa;0.0;1;18;0.0;1;;0.0;1;18;0.0;1;;0.01;1;18;0.0;1;;0.0;1;18;0.0;1;;0.01;1;18;0.0;1;
automata/termination/GCD4_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/GCD4_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;7;0.0;1;;0.01;1;7;0.0;1;;0.0;1;7;0.0;1;;0.0;1;7;0.0;1;;0.01;1;7;0.0;1;
automata/termination/GCD4_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/GCD4_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.01;1;13;0.0;1;;0.0;1;13;0.0;1;;0.0;1;13;0.0;1;;0.0;1;13;0.0;1;;0.01;1;10;0.0;1;
automata/termination/GulavaniGulwani-CAV2008-Fig1a_true-termination.c_Iteration2_A.ba.hoa;automata/termination/GulavaniGulwani-CAV2008-Fig1a_true-termination.c_Iteration2_B.ba.hoa;0.0;1;8;0.0;1;;0.0;1;8;0.01;1;;0.0;1;8;0.0;1;;0.0;1;8;0.0;1;;0.01;1;12;0.0;1;
automata/termination/GulavaniGulwani-CAV2008-Fig1a_true-termination.c_Iteration3_A.ba.hoa;automata/termination/GulavaniGulwani-CAV2008-Fig1a_true-termination.c_Iteration3_B.ba.hoa;0.01;1;11;0.0;1;;0.0;1;11;0.0;1;;0.0;1;11;0.0;1;;0.0;1;11;0.0;1;;0.01;1;10;0.0;1;
automata/termination/GulwaniJainKoskinen-2009PLDI-Fig1-alloca_true-termination.c.i_Iteration3_A.ba.hoa;automata/termination/GulwaniJainKoskinen-2009PLDI-Fig1-alloca_true-termination.c.i_Iteration3_B.ba.hoa;0.01;1;34;0.01;1;;0.0;1;34;0.01;1;;0.01;1;34;0.0;1;;0.01;1;34;0.0;1;;0.0;1;34;0.0;1;
automata/termination/GulwaniJainKoskinen-PLDI2009-Fig1_true-termination.c_Iteration3_A.ba.hoa;automata/termination/GulwaniJainKoskinen-PLDI2009-Fig1_true-termination.c_Iteration3_B.ba.hoa;0.0;1;12;0.0;1;;0.0;1;12;0.0;1;;0.0;1;12;0.0;1;;0.0;1;12;0.01;1;;0.01;1;13;0.0;1;
automata/termination/GulwaniJainKoskinen-PLDI2009-Fig1_true-termination.c_Iteration5_A.ba.hoa;automata/termination/GulwaniJainKoskinen-PLDI2009-Fig1_true-termination.c_Iteration5_B.ba.hoa;0.03;1;39;0.03;1;;0.02;1;39;0.02;1;;0.02;1;39;0.01;1;;0.01;1;39;0.01;1;;0.01;1;170;0.0;1;
automata/termination/HarrisLalNoriRajamani-SAS2010-Fig1_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/HarrisLalNoriRajamani-SAS2010-Fig1_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;8;0.0;1;;0.01;1;8;0.0;1;;0.0;1;8;0.0;1;;0.01;1;8;0.0;1;;0.01;1;22;0.0;1;
automata/termination/HarrisLalNoriRajamani-SAS2010-Fig1_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/HarrisLalNoriRajamani-SAS2010-Fig1_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;13;0.0;1;;0.0;1;13;0.0;1;;0.0;1;13;0.0;1;;0.01;1;13;0.0;1;;0.01;1;99;0.0;1;
automata/termination/KroeningSharyginaTsitovichWintersteiger-CAV2010-Fig1_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/KroeningSharyginaTsitovichWintersteiger-CAV2010-Fig1_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;10;0.0;1;;0.0;1;10;0.0;1;;0.0;1;10;0.0;1;;0.0;1;10;0.0;1;;0.0;1;9;0.0;1;
automata/termination/LarrazOliverasRodriguez-CarbonellRubio-FMCAD2013-Fig1_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/LarrazOliverasRodriguez-CarbonellRubio-FMCAD2013-Fig1_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;8;0.0;1;;0.0;1;8;0.0;1;;0.0;1;8;0.0;1;;0.0;1;8;0.0;1;;0.0;1;8;0.0;1;
automata/termination/LarrazOliverasRodriguez-CarbonellRubio-FMCAD2013-Fig1_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/LarrazOliverasRodriguez-CarbonellRubio-FMCAD2013-Fig1_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.04;1;27;0.05;1;;0.05;1;27;0.05;1;;0.04;1;27;0.05;1;;0.04;1;27;0.04;1;;0.0;1;167;0.01;1;
automata/termination/LarrazOliverasRodriguez-CarbonellRubio-FMCAD2013-Fig1_true-termination_true-no-overflow.c_Iteration4_A.ba.hoa;automata/termination/LarrazOliverasRodriguez-CarbonellRubio-FMCAD2013-Fig1_true-termination_true-no-overflow.c_Iteration4_B.ba.hoa;869.33;1;78;868.55;1;;870.5;1;78;880.06;1;;871.07;1;78;884.73;1;;862.03;1;78;875.45;1;;0.04;1;16215;0.03;1;
automata/termination/LeikeHeizmann-TACAS2014-Ex9_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/LeikeHeizmann-TACAS2014-Ex9_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;6;0.0;1;;0.0;1;6;0.0;1;;0.0;1;6;0.0;1;;0.0;1;6;0.0;1;;0.0;1;15;0.0;1;
automata/termination/Masse-VMCAI2014-Ex6_true-termination.c_Iteration2_A.ba.hoa;automata/termination/Masse-VMCAI2014-Ex6_true-termination.c_Iteration2_B.ba.hoa;0.0;1;11;0.0;1;;0.0;1;11;0.0;1;;0.01;1;11;0.0;1;;0.0;1;10;0.0;1;;0.01;1;9;0.0;1;
automata/termination/Masse-VMCAI2014-Fig1a_true-termination.c_Iteration3_A.ba.hoa;automata/termination/Masse-VMCAI2014-Fig1a_true-termination.c_Iteration3_B.ba.hoa;0.0;1;8;0.0;1;;0.0;1;8;0.0;1;;0.0;1;8;0.0;1;;0.0;1;8;0.0;1;;0.01;1;9;0.0;1;
automata/termination/MinusMin_true-termination.c_Iteration2_A.ba.hoa;automata/termination/MinusMin_true-termination.c_Iteration2_B.ba.hoa;0.0;1;5;0.0;1;;0.0;1;5;0.0;1;;0.0;1;5;0.0;1;;0.0;1;5;0.0;1;;0.0;1;5;0.0;1;
automata/termination/MinusUserDefined_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/MinusUserDefined_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;11;0.0;1;;0.0;1;11;0.0;1;;0.0;1;11;0.0;1;;0.0;1;10;0.0;1;;0.01;1;13;0.0;1;
automata/termination/MinusUserDefined_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/MinusUserDefined_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;18;0.0;1;;0.0;1;18;0.0;1;;0.0;1;18;0.0;1;;0.0;1;18;0.0;1;;0.0;1;20;0.0;1;
automata/termination/NO_12_false-termination.c_Iteration2_A.ba.hoa;automata/termination/NO_12_false-termination.c_Iteration2_B.ba.hoa;0.0;1;7;0.0;1;;0.0;1;7;0.0;1;;0.0;1;7;0.0;1;;0.0;1;7;0.0;1;;0.01;1;10;0.0;1;
automata/termination/Narrowing_false-termination_true-no-overflow.c_Iteration16_A.ba.hoa;automata/termination/Narrowing_false-termination_true-no-overflow.c_Iteration16_B.ba.hoa;0.01;1;44;0.01;1;;0.02;1;44;0.01;1;;0.01;1;44;0.01;1;;0.01;1;44;0.01;1;;0.01;1;122;0.0;1;
automata/termination/Narrowing_false-termination_true-no-overflow.c_Iteration4_A.ba.hoa;automata/termination/Narrowing_false-termination_true-no-overflow.c_Iteration4_B.ba.hoa;0.01;1;16;0.0;1;;0.01;1;16;0.0;1;;0.0;1;16;0.0;1;;0.0;1;16;0.0;1;;0.0;1;55;0.0;1;
automata/termination/Nested_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/Nested_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;8;0.0;1;;0.01;1;8;0.0;1;;0.0;1;8;0.0;1;;0.0;1;8;0.0;1;;0.01;1;11;0.0;1;
automata/termination/Nested_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/Nested_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;17;0.0;1;;0.0;1;17;0.0;1;;0.0;1;17;0.0;1;;0.01;1;15;0.0;1;;0.01;1;13;0.0;1;
automata/termination/NoriSharma-2013FSE-Fig8-alloca_true-termination.c.i_Iteration2_A.ba.hoa;automata/termination/NoriSharma-2013FSE-Fig8-alloca_true-termination.c.i_Iteration2_B.ba.hoa;0.01;1;43;0.01;1;;0.01;1;43;0.01;1;;0.0;1;43;0.0;1;;0.0;1;43;0.01;1;;0.01;1;100;0.0;1;
automata/termination/NoriSharma-2013FSE-Fig8-alloca_true-termination.c.i_Iteration3_A.ba.hoa;automata/termination/NoriSharma-2013FSE-Fig8-alloca_true-termination.c.i_Iteration3_B.ba.hoa;0.12;1;42;0.11;1;;0.11;1;42;0.12;1;;0.11;1;42;0.11;1;;0.07;1;42;0.07;1;;0.01;1;54;0.01;1;
automata/termination/Nyala-2lex_true-termination_true-valid-memsafety.c_Iteration2_A.ba.hoa;automata/termination/Nyala-2lex_true-termination_true-valid-memsafety.c_Iteration2_B.ba.hoa;0.0;1;8;0.0;1;;0.01;1;8;0.0;1;;0.0;1;8;0.0;1;;0.0;1;8;0.0;1;;0.01;1;9;0.0;1;
automata/termination/Parallel_true-termination_true-valid-memsafety.c_Iteration2_A.ba.hoa;automata/termination/Parallel_true-termination_true-valid-memsafety.c_Iteration2_B.ba.hoa;0.0;1;5;0.0;1;;0.0;1;5;0.0;1;;0.0;1;5;0.0;1;;0.0;1;5;0.0;1;;0.01;1;9;0.0;1;
automata/termination/PastaA10_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/PastaA10_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;9;0.0;1;;0.0;1;9;0.0;1;;0.0;1;9;0.0;1;;0.0;1;9;0.0;1;;0.01;1;11;0.0;1;
automata/termination/PastaB11_true-termination.c_Iteration2_A.ba.hoa;automata/termination/PastaB11_true-termination.c_Iteration2_B.ba.hoa;0.0;1;9;0.0;1;;0.0;1;9;0.0;1;;0.0;1;9;0.0;1;;0.0;1;9;0.0;1;;0.01;1;13;0.0;1;
automata/termination/PastaB16_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/PastaB16_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;6;0.0;1;;0.01;1;6;0.0;1;;0.0;1;6;0.0;1;;0.0;1;6;0.0;1;;0.0;1;8;0.0;1;
automata/termination/PastaB16_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/PastaB16_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;6;0.0;1;;0.0;1;6;0.0;1;;0.0;1;6;0.0;1;;0.0;1;6;0.0;1;;0.0;1;10;0.0;1;
automata/termination/PastaB17_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/PastaB17_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;6;0.0;1;;0.0;1;6;0.0;1;;0.01;1;6;0.0;1;;0.0;1;5;0.0;1;;0.0;1;6;0.0;1;
automata/termination/PastaB17_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/PastaB17_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;0;17;0.0;0;;0.01;0;17;0.0;0;;0.0;0;17;0.0;0;;0.0;0;15;0.0;0;;0.01;0;10;0.0;0;
automata/termination/PastaC1_true-termination.c_Iteration2_A.ba.hoa;automata/termination/PastaC1_true-termination.c_Iteration2_B.ba.hoa;0.0;1;7;0.0;1;;0.0;1;7;0.0;1;;0.0;1;7;0.0;1;;0.0;1;7;0.0;1;;0.01;1;9;0.0;1;
automata/termination/PastaC1_true-termination.c_Iteration3_A.ba.hoa;automata/termination/PastaC1_true-termination.c_Iteration3_B.ba.hoa;0.0;1;12;0.0;1;;0.0;1;12;0.0;1;;0.0;1;12;0.0;1;;0.0;1;13;0.0;1;;0.0;1;12;0.0;1;
automata/termination/PastaC2_true-termination.c_Iteration3_A.ba.hoa;automata/termination/PastaC2_true-termination.c_Iteration3_B.ba.hoa;0.0;1;9;0.0;1;;0.0;1;9;0.0;1;;0.0;1;9;0.0;1;;0.0;1;9;0.0;1;;0.0;1;9;0.0;1;
automata/termination/PastaC2_true-termination.c_Iteration4_A.ba.hoa;automata/termination/PastaC2_true-termination.c_Iteration4_B.ba.hoa;0.0;1;15;0.0;1;;0.0;1;15;0.01;1;;0.0;1;15;0.0;1;;0.0;1;14;0.0;1;;0.01;1;13;0.0;1;
automata/termination/Piecewise_true-termination_true-valid-memsafety.c_Iteration2_A.ba.hoa;automata/termination/Piecewise_true-termination_true-valid-memsafety.c_Iteration2_B.ba.hoa;0.0;1;6;0.0;1;;0.0;1;6;0.0;1;;0.0;1;6;0.0;1;;0.0;1;6;0.0;1;;0.0;1;19;0.0;1;
automata/termination/Piecewise_true-termination_true-valid-memsafety.c_Iteration4_A.ba.hoa;automata/termination/Piecewise_true-termination_true-valid-memsafety.c_Iteration4_B.ba.hoa;0.01;1;10;0.0;1;;0.0;1;10;0.01;1;;0.0;1;10;0.0;1;;0.0;1;10;0.0;1;;0.0;1;10;0.0;1;
automata/termination/PodelskiRybalchenko-LICS2004-Fig1_true-termination_false-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig1_true-termination_false-no-overflow.c_Iteration2_B.ba.hoa;0.01;1;10;0.0;1;;0.0;1;10;0.0;1;;0.01;1;10;0.0;1;;0.0;1;10;0.0;1;;0.01;1;10;0.0;1;
automata/termination/PodelskiRybalchenko-LICS2004-Fig1_true-termination_false-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig1_true-termination_false-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;12;0.0;1;;0.0;1;12;0.0;1;;0.0;1;12;0.0;1;;0.0;1;12;0.0;1;;0.01;1;16;0.0;1;
automata/termination/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration2_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration2_B.ba.hoa;0.01;1;13;0.0;1;;0.0;1;13;0.01;1;;0.01;1;13;0.0;1;;0.0;1;13;0.0;1;;0.01;1;24;0.0;1;
automata/termination/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration3_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration3_B.ba.hoa;0.0;1;23;0.0;1;;0.0;1;23;0.01;1;;0.01;1;23;0.0;1;;0.0;1;23;0.0;1;;0.0;1;91;0.0;1;
automata/termination/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration4_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration4_B.ba.hoa;0.05;1;40;0.04;1;;0.05;1;40;0.05;1;;0.05;1;40;0.04;1;;0.05;1;40;0.05;1;;0.01;1;202;0.0;1;
automata/termination/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration5_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration5_B.ba.hoa;1.64;1;103;1.63;1;;1.6;1;103;1.59;1;;1.63;1;103;1.58;1;;1.59;1;102;1.53;1;;0.02;1;1046;0.01;1;
automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration2_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration2_B.ba.hoa;0.01;1;13;0.01;1;;0.0;1;13;0.0;1;;0.0;1;13;0.0;1;;0.01;1;13;0.0;1;;0.01;1;26;0.0;1;
automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration3_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration3_B.ba.hoa;0.03;1;31;0.03;1;;0.03;1;31;0.03;1;;0.04;1;31;0.03;1;;0.03;1;31;0.03;1;;0.0;1;184;0.0;1;
automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration4_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration4_B.ba.hoa;0.01;1;49;0.01;1;;0.01;1;49;0.02;1;;0.02;1;49;0.01;1;;0.01;1;49;0.01;1;;0.01;1;183;0.0;1;
automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration5_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration5_B.ba.hoa;0.12;1;48;0.12;1;;0.11;1;48;0.11;1;;0.12;1;48;0.11;1;;0.11;1;48;0.1;1;;0.01;1;368;0.01;1;
automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration6_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration6_B.ba.hoa;1.63;1;111;1.65;1;;1.63;1;111;1.68;1;;1.63;1;111;1.66;1;;1.64;1;111;1.6;1;;0.01;1;1205;0.0;1;
automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration7_A.ba.hoa;automata/termination/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration7_B.ba.hoa;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.02;1;8749;0.01;1;
automata/termination/PodelskiRybalchenko-TACAS2011-Fig2_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/PodelskiRybalchenko-TACAS2011-Fig2_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;8;0.01;1;;0.01;1;8;0.0;1;;0.01;1;8;0.0;1;;0.01;1;8;0.0;1;;0.0;1;7;0.0;1;
automata/termination/PodelskiRybalchenko-TACAS2011-Fig2_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/PodelskiRybalchenko-TACAS2011-Fig2_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;11;0.0;1;;0.0;1;11;0.0;1;;0.0;1;11;0.0;1;;0.0;1;11;0.0;1;;0.01;1;12;0.0;1;
automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration2_A.ba.hoa;automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration2_B.ba.hoa;0.0;1;13;0.0;1;;0.0;1;13;0.0;1;;0.01;1;13;0.0;1;;0.0;1;13;0.0;1;;0.0;1;26;0.0;1;
automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration3_A.ba.hoa;automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration3_B.ba.hoa;0.02;1;31;0.02;1;;0.02;1;31;0.02;1;;0.02;1;31;0.02;1;;0.03;1;31;0.02;1;;0.01;1;182;0.0;1;
automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration4_A.ba.hoa;automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration4_B.ba.hoa;0.02;1;61;0.01;1;;0.02;1;61;0.01;1;;0.02;1;61;0.01;1;;0.01;1;49;0.01;1;;0.01;1;183;0.0;1;
automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration5_A.ba.hoa;automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration5_B.ba.hoa;0.12;1;49;0.11;1;;0.12;1;49;0.11;1;;0.11;1;49;0.12;1;;0.1;1;49;0.1;1;;0.01;1;368;0.0;1;
automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration6_A.ba.hoa;automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration6_B.ba.hoa;1.66;1;119;1.7;1;;1.74;1;119;1.75;1;;1.73;1;119;1.72;1;;1.69;1;119;1.73;1;;0.01;1;1350;0.0;1;
automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration7_A.ba.hoa;automata/termination/PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration7_B.ba.hoa;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.03;1;8749;0.02;1;
automata/termination/Pure2Phase_true-termination_true-valid-memsafety.c_Iteration2_A.ba.hoa;automata/termination/Pure2Phase_true-termination_true-valid-memsafety.c_Iteration2_B.ba.hoa;0.0;1;19;0.0;1;;0.0;1;19;0.0;1;;0.0;1;19;0.0;1;;0.0;1;19;0.0;1;;0.01;1;20;0.0;1;
automata/termination/Sunset_false-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/Sunset_false-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;16;0.0;1;;0.0;1;16;0.0;1;;0.0;1;16;0.0;1;;0.0;1;16;0.0;1;;0.0;1;20;0.0;1;
automata/termination/Sunset_false-termination_true-no-overflow.c_Iteration4_A.ba.hoa;automata/termination/Sunset_false-termination_true-no-overflow.c_Iteration4_B.ba.hoa;0.0;1;21;0.01;1;;0.01;1;21;0.0;1;;0.0;1;21;0.0;1;;0.0;1;21;0.0;1;;0.0;1;13;0.0;1;
automata/termination/Sunset_false-termination_true-no-overflow.c_Iteration5_A.ba.hoa;automata/termination/Sunset_false-termination_true-no-overflow.c_Iteration5_B.ba.hoa;0.0;1;15;0.0;1;;0.0;1;15;0.0;1;;0.0;1;15;0.0;1;;0.0;1;15;0.0;1;;0.01;1;17;0.0;1;
automata/termination/Sunset_false-termination_true-no-overflow.c_Iteration6_A.ba.hoa;automata/termination/Sunset_false-termination_true-no-overflow.c_Iteration6_B.ba.hoa;0.01;1;18;0.01;1;;0.01;1;18;0.0;1;;0.01;1;18;0.0;1;;0.0;1;18;0.0;1;;0.01;1;23;0.0;1;
automata/termination/TelAviv-Amir-Minimum-alloca_true-termination.c.i_Iteration2_A.ba.hoa;automata/termination/TelAviv-Amir-Minimum-alloca_true-termination.c.i_Iteration2_B.ba.hoa;0.01;1;19;0.0;1;;0.01;1;19;0.0;1;;0.01;1;19;0.0;1;;0.01;1;19;0.01;1;;0.01;1;33;0.0;1;
automata/termination/TelAviv-Amir-Minimum-alloca_true-termination.c.i_Iteration3_A.ba.hoa;automata/termination/TelAviv-Amir-Minimum-alloca_true-termination.c.i_Iteration3_B.ba.hoa;0.02;1;90;0.02;1;;0.02;1;90;0.02;1;;0.02;1;90;0.02;1;;0.02;1;90;0.01;1;;0.01;1;105;0.0;1;
automata/termination/TelAviv-Amir-Minimum-alloca_true-termination.c.i_Iteration4_A.ba.hoa;automata/termination/TelAviv-Amir-Minimum-alloca_true-termination.c.i_Iteration4_B.ba.hoa;4.07;1;84;4.22;1;;4.16;1;84;4.12;1;;4.11;1;84;4.06;1;;4.4;1;84;4.44;1;;0.01;1;935;0.0;1;
automata/termination/TelAviv-Amir-Minimum-alloca_true-termination.c.i_Iteration5_A.ba.hoa;automata/termination/TelAviv-Amir-Minimum-alloca_true-termination.c.i_Iteration5_B.ba.hoa;210.95;1;139;206.21;1;;211.18;1;139;210.26;1;;210.9;1;139;209.72;1;;212.21;1;139;213.38;1;;0.02;1;7788;0.01;1;
automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration2_A.ba.hoa;automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration2_B.ba.hoa;0.0;1;13;0.0;1;;0.0;1;13;0.0;1;;0.01;1;13;0.01;1;;0.01;1;13;0.0;1;;0.0;1;73;0.0;1;
automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration3_A.ba.hoa;automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration3_B.ba.hoa;0.02;1;32;0.02;1;;0.02;1;32;0.02;1;;0.02;1;32;0.02;1;;0.02;1;32;0.01;1;;0.01;1;201;0.0;1;
automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration4_A.ba.hoa;automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration4_B.ba.hoa;0.08;1;23;0.08;1;;0.08;1;23;0.09;1;;0.08;1;23;0.08;1;;0.08;1;23;0.07;1;;0.0;1;343;0.0;1;
automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration5_A.ba.hoa;automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration5_B.ba.hoa;0.08;1;107;0.08;1;;0.08;1;107;0.08;1;;0.08;1;107;0.08;1;;0.07;1;107;0.07;1;;0.01;1;297;0.0;1;
automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration6_A.ba.hoa;automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration6_B.ba.hoa;0.65;1;68;0.66;1;;0.64;1;68;0.66;1;;0.66;1;68;0.67;1;;0.64;1;68;0.65;1;;0.0;1;542;0.0;1;
automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration7_A.ba.hoa;automata/termination/TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration7_B.ba.hoa;0.17;1;92;0.19;1;;0.19;1;92;0.18;1;;0.18;1;92;0.18;1;;0.16;1;89;0.15;1;;0.01;1;575;0.0;1;
automata/termination/Toulouse-BranchesToLoop_true-termination_true-valid-memsafety.c_Iteration2_A.ba.hoa;automata/termination/Toulouse-BranchesToLoop_true-termination_true-valid-memsafety.c_Iteration2_B.ba.hoa;0.0;1;7;0.0;1;;0.0;1;7;0.0;1;;0.01;1;7;0.0;1;;0.0;1;7;0.0;1;;0.01;1;7;0.0;1;
