name;kofola_high_cnt-runtime;kofola_high_cnt-retcode;kofola_high_cnt-states_cnt;kofola_high-runtime;kofola_high-retcode;kofola_high-states_cnt;kofola_medium_cnt-runtime;kofola_medium_cnt-retcode;kofola_medium_cnt-states_cnt;kofola_medium-runtime;kofola_medium-retcode;kofola_medium-states_cnt;kofola_low_cnt-runtime;kofola_low_cnt-retcode;kofola_low_cnt-states_cnt;kofola_low-runtime;kofola_low-retcode;kofola_low-states_cnt;kofola_no_preproc_cnt-runtime;kofola_no_preproc_cnt-retcode;kofola_no_preproc_cnt-states_cnt;kofola_no_preproc-runtime;kofola_no_preproc-retcode;kofola_no_preproc-states_cnt;autfilt_cnt-runtime;autfilt_cnt-retcode;autfilt_cnt-states_cnt;autfilt-runtime;autfilt-retcode;autfilt-states_cnt
automata/termination/Toulouse-MultiBranchesToLoop-alloca_true-termination.c.i_Iteration14_A.ba.hoa;automata/termination/Toulouse-MultiBranchesToLoop-alloca_true-termination.c.i_Iteration14_B.ba.hoa;0.21;1;67;0.22;1;;0.22;1;67;0.22;1;;0.22;1;67;0.21;1;;0.06;1;67;0.06;1;;0.01;1;252;0.0;1;
automata/termination/Toulouse-MultiBranchesToLoop-alloca_true-termination.c.i_Iteration7_A.ba.hoa;automata/termination/Toulouse-MultiBranchesToLoop-alloca_true-termination.c.i_Iteration7_B.ba.hoa;0.06;1;67;0.06;1;;0.06;1;67;0.06;1;;0.06;1;67;0.05;1;;0.05;1;67;0.03;1;;0.01;1;122;0.01;1;
automata/termination/Toulouse-MultiBranchesToLoop_true-termination_true-valid-memsafety.c_Iteration3_A.ba.hoa;automata/termination/Toulouse-MultiBranchesToLoop_true-termination_true-valid-memsafety.c_Iteration3_B.ba.hoa;0.0;1;14;0.0;1;;0.0;1;14;0.0;1;;0.01;1;14;0.0;1;;0.0;1;14;0.0;1;;0.01;1;14;0.0;1;
automata/termination/Toulouse-MultiBranchesToLoop_true-termination_true-valid-memsafety.c_Iteration4_A.ba.hoa;automata/termination/Toulouse-MultiBranchesToLoop_true-termination_true-valid-memsafety.c_Iteration4_B.ba.hoa;0.0;1;14;0.01;1;;0.0;1;14;0.0;1;;0.0;1;14;0.0;1;;0.0;1;14;0.0;1;;0.0;1;14;0.0;1;
automata/termination/UpAndDown_false-termination_true-no-overflow.c_Iteration15_A.ba.hoa;automata/termination/UpAndDown_false-termination_true-no-overflow.c_Iteration15_B.ba.hoa;2.47;1;229;2.45;1;;2.41;1;229;2.41;1;;2.47;1;229;2.38;1;;2.27;1;229;2.27;1;;0.01;1;1023;0.0;1;
automata/termination/UpAndDown_false-termination_true-no-overflow.c_Iteration16_A.ba.hoa;automata/termination/UpAndDown_false-termination_true-no-overflow.c_Iteration16_B.ba.hoa;180.29;1;364;182.56;1;;184.08;1;364;181.73;1;;180.34;1;364;181.37;1;;169.59;1;364;175.25;1;;0.01;1;4934;0.01;1;
automata/termination/UpAndDown_false-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/UpAndDown_false-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;8;0.0;1;;0.0;1;8;0.0;1;;0.0;1;8;0.0;1;;0.0;1;8;0.01;1;;0.01;1;17;0.0;1;
automata/termination/UpAndDown_false-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/UpAndDown_false-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.01;1;12;0.01;1;;0.01;1;12;0.01;1;;0.01;1;12;0.01;1;;0.01;1;12;0.01;1;;0.01;1;82;0.0;1;
automata/termination/UpAndDown_false-termination_true-no-overflow.c_Iteration4_A.ba.hoa;automata/termination/UpAndDown_false-termination_true-no-overflow.c_Iteration4_B.ba.hoa;1.13;1;61;1.15;1;;1.14;1;61;1.13;1;;1.13;1;61;1.13;1;;1.13;1;61;1.11;1;;0.01;1;933;0.0;1;
automata/termination/Urban-2013WST-Fig2-alloca_true-termination.c.i_Iteration11_A.ba.hoa;automata/termination/Urban-2013WST-Fig2-alloca_true-termination.c.i_Iteration11_B.ba.hoa;0.01;1;67;0.02;1;;0.01;1;67;0.02;1;;0.01;1;67;0.01;1;;0.01;1;67;0.0;1;;0.01;1;66;0.0;1;
automata/termination/Urban-2013WST-Fig2-alloca_true-termination.c.i_Iteration12_A.ba.hoa;automata/termination/Urban-2013WST-Fig2-alloca_true-termination.c.i_Iteration12_B.ba.hoa;0.01;1;12;0.01;1;;0.01;1;12;0.0;1;;0.01;1;12;0.01;1;;0.01;1;12;0.01;1;;0.0;1;78;0.0;1;
automata/termination/Urban-WST2013-Fig2_true-termination_true-no-overflow.c_Iteration11_A.ba.hoa;automata/termination/Urban-WST2013-Fig2_true-termination_true-no-overflow.c_Iteration11_B.ba.hoa;0.0;1;27;0.0;1;;0.0;1;27;0.0;1;;0.0;1;27;0.0;1;;0.0;1;24;0.0;1;;0.0;1;24;0.0;1;
automata/termination/Urban-WST2013-Fig2_true-termination_true-no-overflow.c_Iteration12_A.ba.hoa;automata/termination/Urban-WST2013-Fig2_true-termination_true-no-overflow.c_Iteration12_B.ba.hoa;0.0;0;36;0.0;0;;0.0;0;36;0.0;0;;0.0;0;36;0.0;0;;0.0;0;33;0.0;0;;0.01;0;29;0.0;0;
automata/termination/Urban-alloca_true-termination.c.i_Iteration2_A.ba.hoa;automata/termination/Urban-alloca_true-termination.c.i_Iteration2_B.ba.hoa;0.0;1;19;0.01;1;;0.0;1;19;0.01;1;;0.01;1;19;0.0;1;;0.0;1;19;0.0;1;;0.02;1;29;0.0;1;
automata/termination/Urban-alloca_true-termination.c.i_Iteration4_A.ba.hoa;automata/termination/Urban-alloca_true-termination.c.i_Iteration4_B.ba.hoa;0.14;1;60;0.15;1;;0.14;1;60;0.15;1;;0.12;1;60;0.12;1;;0.08;1;60;0.07;1;;0.02;1;128;0.01;1;
automata/termination/Urban-alloca_true-termination.c.i_Iteration5_A.ba.hoa;automata/termination/Urban-alloca_true-termination.c.i_Iteration5_B.ba.hoa;65.22;1;70;66.84;1;;66.36;1;70;66.55;1;;66.14;1;70;66.5;1;;66.11;1;70;65.87;1;;0.01;1;4215;0.0;1;
automata/termination/Urban-alloca_true-termination.c.i_Iteration6_A.ba.hoa;automata/termination/Urban-alloca_true-termination.c.i_Iteration6_B.ba.hoa;502.24;1;200;498.64;1;;501.96;1;200;501.05;1;;503.47;1;200;501.5;1;;499.27;1;200;495.34;1;;0.02;1;7798;0.0;1;
automata/termination/UrbanMine-ESOP2014-Fig3_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/UrbanMine-ESOP2014-Fig3_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;8;0.0;1;;0.0;1;8;0.01;1;;0.0;1;8;0.0;1;;0.0;1;5;0.0;1;;0.01;1;15;0.0;1;
automata/termination/UrbanMine-ESOP2014-Fig3_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/UrbanMine-ESOP2014-Fig3_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.01;1;13;0.01;1;;0.0;1;13;0.0;1;;0.0;1;13;0.0;1;;0.0;1;13;0.0;1;;0.0;1;42;0.0;1;
automata/termination/UrbanMine-ESOP2014-Fig3_true-termination_true-no-overflow.c_Iteration5_A.ba.hoa;automata/termination/UrbanMine-ESOP2014-Fig3_true-termination_true-no-overflow.c_Iteration5_B.ba.hoa;0.0;1;17;0.0;1;;0.0;1;17;0.0;1;;0.01;1;17;0.0;1;;0.0;1;17;0.0;1;;0.0;1;26;0.0;1;
automata/termination/WhileNestedOffset_false-termination.c_Iteration2_A.ba.hoa;automata/termination/WhileNestedOffset_false-termination.c_Iteration2_B.ba.hoa;0.01;1;6;0.0;1;;0.0;1;6;0.0;1;;0.0;1;6;0.0;1;;0.0;1;6;0.0;1;;0.01;1;8;0.0;1;
automata/termination/WhileNested_false-termination.c_Iteration2_A.ba.hoa;automata/termination/WhileNested_false-termination.c_Iteration2_B.ba.hoa;0.0;1;5;0.0;1;;0.0;1;5;0.0;1;;0.0;1;5;0.0;1;;0.0;1;5;0.0;1;;0.01;1;8;0.0;1;
automata/termination/a.01_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/a.01_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;7;0.0;1;;0.0;1;7;0.0;1;;0.0;1;7;0.0;1;;0.0;1;7;0.0;1;;0.01;1;9;0.0;1;
automata/termination/a.01_true-termination_true-no-overflow.c_Iteration4_A.ba.hoa;automata/termination/a.01_true-termination_true-no-overflow.c_Iteration4_B.ba.hoa;0.0;1;6;0.0;1;;0.0;1;6;0.0;1;;0.0;1;6;0.0;1;;0.0;1;6;0.0;1;;0.0;1;13;0.0;1;
automata/termination/a.05-alloca_true-termination_true-no-overflow.c.i_Iteration2_A.ba.hoa;automata/termination/a.05-alloca_true-termination_true-no-overflow.c.i_Iteration2_B.ba.hoa;0.01;1;18;0.0;1;;0.0;1;18;0.0;1;;0.01;1;18;0.0;1;;0.01;1;18;0.0;1;;0.01;1;17;0.0;1;
automata/termination/a.08-alloca_true-termination_true-no-overflow.c.i_Iteration2_A.ba.hoa;automata/termination/a.08-alloca_true-termination_true-no-overflow.c.i_Iteration2_B.ba.hoa;0.01;1;20;0.0;1;;0.01;1;20;0.01;1;;0.0;1;20;0.0;1;;0.01;1;20;0.0;1;;0.0;1;19;0.0;1;
automata/termination/a.10-alloca_true-termination_true-no-overflow.c.i_Iteration2_A.ba.hoa;automata/termination/a.10-alloca_true-termination_true-no-overflow.c.i_Iteration2_B.ba.hoa;0.01;1;17;0.01;1;;0.01;1;17;0.01;1;;0.01;1;17;0.01;1;;0.01;1;17;0.0;1;;0.01;1;72;0.0;1;
automata/termination/aaron3_true-termination_true-valid-memsafety.c_Iteration2_A.ba.hoa;automata/termination/aaron3_true-termination_true-valid-memsafety.c_Iteration2_B.ba.hoa;0.0;1;13;0.0;1;;0.01;1;13;0.0;1;;0.0;1;13;0.0;1;;0.0;1;13;0.0;1;;0.01;1;18;0.0;1;
automata/termination/array01-alloca_true-termination.c.i_Iteration2_A.ba.hoa;automata/termination/array01-alloca_true-termination.c.i_Iteration2_B.ba.hoa;0.0;1;18;0.0;1;;0.01;1;18;0.0;1;;0.0;1;18;0.0;1;;0.0;1;18;0.01;1;;0.0;1;17;0.0;1;
automata/termination/array01-alloca_true-termination.c.i_Iteration3_A.ba.hoa;automata/termination/array01-alloca_true-termination.c.i_Iteration3_B.ba.hoa;0.01;1;15;0.0;1;;0.0;1;15;0.0;1;;0.0;1;15;0.0;1;;0.0;1;15;0.0;1;;0.0;1;26;0.0;1;
automata/termination/array06_alloca_true-termination.c.i_Iteration3_A.ba.hoa;automata/termination/array06_alloca_true-termination.c.i_Iteration3_B.ba.hoa;0.0;1;21;0.0;1;;0.0;1;21;0.01;1;;0.0;1;21;0.0;1;;0.0;1;21;0.0;1;;0.01;1;19;0.0;1;
automata/termination/array07_alloca_true-termination.c.i_Iteration3_A.ba.hoa;automata/termination/array07_alloca_true-termination.c.i_Iteration3_B.ba.hoa;0.01;1;20;0.01;1;;0.01;1;20;0.0;1;;0.0;1;20;0.0;1;;0.0;1;20;0.0;1;;0.01;1;19;0.0;1;
automata/termination/array14_alloca_false-termination.c.i_Iteration3_A.ba.hoa;automata/termination/array14_alloca_false-termination.c.i_Iteration3_B.ba.hoa;0.0;1;21;0.0;1;;0.0;1;21;0.0;1;;0.0;1;21;0.0;1;;0.0;1;21;0.0;1;;0.0;1;25;0.0;1;
automata/termination/array14_alloca_false-termination.c.i_Iteration4_A.ba.hoa;automata/termination/array14_alloca_false-termination.c.i_Iteration4_B.ba.hoa;0.0;1;31;0.0;1;;0.0;1;31;0.0;1;;0.0;1;31;0.01;1;;0.01;1;31;0.01;1;;0.01;1;69;0.0;1;
automata/termination/array16_alloca_fixed_true-termination.c.i_Iteration3_A.ba.hoa;automata/termination/array16_alloca_fixed_true-termination.c.i_Iteration3_B.ba.hoa;0.0;1;33;0.0;1;;0.0;1;33;0.0;1;;0.0;1;33;0.0;1;;0.0;1;33;0.0;1;;0.01;1;27;0.0;1;
automata/termination/b.03-no-inv_assume-alloca_true-termination_true-no-overflow.c.i_Iteration2_A.ba.hoa;automata/termination/b.03-no-inv_assume-alloca_true-termination_true-no-overflow.c.i_Iteration2_B.ba.hoa;0.01;1;19;0.01;1;;0.01;1;19;0.01;1;;0.01;1;19;0.01;1;;0.01;1;19;0.01;1;;0.0;1;19;0.0;1;
automata/termination/b.07-alloca_true-termination_true-no-overflow.c.i_Iteration2_A.ba.hoa;automata/termination/b.07-alloca_true-termination_true-no-overflow.c.i_Iteration2_B.ba.hoa;0.01;1;21;0.0;1;;0.0;1;21;0.01;1;;0.0;1;21;0.0;1;;0.0;1;21;0.0;1;;0.0;1;21;0.0;1;
automata/termination/b.09-no-inv_assume_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/b.09-no-inv_assume_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;10;0.0;1;;0.0;1;10;0.0;1;;0.0;1;10;0.0;1;;0.0;1;10;0.0;1;;0.0;1;14;0.0;1;
automata/termination/b.09-no-inv_assume_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/b.09-no-inv_assume_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.01;1;14;0.0;1;;0.0;1;14;0.0;1;;0.0;1;14;0.0;1;;0.0;1;14;0.0;1;;0.01;1;14;0.0;1;
automata/termination/b.11-alloca_true-termination_true-no-overflow.c.i_Iteration3_A.ba.hoa;automata/termination/b.11-alloca_true-termination_true-no-overflow.c.i_Iteration3_B.ba.hoa;0.01;1;32;0.01;1;;0.01;1;32;0.01;1;;0.01;1;32;0.01;1;;0.01;1;32;0.0;1;;0.01;1;44;0.0;1;
automata/termination/b.11-alloca_true-termination_true-no-overflow.c.i_Iteration4_A.ba.hoa;automata/termination/b.11-alloca_true-termination_true-no-overflow.c.i_Iteration4_B.ba.hoa;0.1;1;36;0.09;1;;0.09;1;36;0.1;1;;0.09;1;36;0.09;1;;0.09;1;36;0.1;1;;0.01;1;139;0.0;1;
automata/termination/b.11-alloca_true-termination_true-no-overflow.c.i_Iteration5_A.ba.hoa;automata/termination/b.11-alloca_true-termination_true-no-overflow.c.i_Iteration5_B.ba.hoa;1.28;1;84;1.28;1;;1.3;1;84;1.29;1;;1.3;1;84;1.28;1;;1.21;1;84;1.21;1;;0.02;1;899;0.0;1;
automata/termination/b.12_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/b.12_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;6;0.0;1;;0.0;1;6;0.0;1;;0.01;1;6;0.0;1;;0.0;1;6;0.0;1;;0.01;1;11;0.0;1;
automata/termination/b.15-alloca_true-termination_true-no-overflow.c.i_Iteration4_A.ba.hoa;automata/termination/b.15-alloca_true-termination_true-no-overflow.c.i_Iteration4_B.ba.hoa;0.03;1;31;0.02;1;;0.03;1;31;0.03;1;;0.02;1;31;0.03;1;;0.01;1;31;0.02;1;;0.02;1;31;0.01;1;
automata/termination/b.15-alloca_true-termination_true-no-overflow.c.i_Iteration5_A.ba.hoa;automata/termination/b.15-alloca_true-termination_true-no-overflow.c.i_Iteration5_B.ba.hoa;0.01;1;25;0.01;1;;0.01;1;25;0.01;1;;0.02;1;25;0.01;1;;0.01;1;25;0.01;1;;0.01;1;48;0.0;1;
automata/termination/b.15_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/b.15_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;9;0.0;1;;0.0;1;9;0.0;1;;0.01;1;9;0.0;1;;0.01;1;9;0.0;1;;0.01;1;9;0.0;1;
automata/termination/b.15_true-termination_true-no-overflow.c_Iteration4_A.ba.hoa;automata/termination/b.15_true-termination_true-no-overflow.c_Iteration4_B.ba.hoa;0.0;1;9;0.0;1;;0.0;1;9;0.0;1;;0.0;1;9;0.0;1;;0.0;1;9;0.0;1;;0.01;1;9;0.0;1;
automata/termination/b.16_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/b.16_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;7;0.0;1;;0.0;1;7;0.0;1;;0.0;1;7;0.0;1;;0.0;1;7;0.0;1;;0.01;1;9;0.0;1;
automata/termination/b.16_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/b.16_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;7;0.0;1;;0.0;1;7;0.0;1;;0.0;1;7;0.0;1;;0.0;1;7;0.0;1;;0.0;1;10;0.0;1;
automata/termination/b.17_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/b.17_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;7;0.0;1;;0.0;1;7;0.0;1;;0.0;1;7;0.0;1;;0.01;1;7;0.0;1;;0.0;1;9;0.0;1;
automata/termination/b.17_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/b.17_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;7;0.0;1;;0.0;1;7;0.0;1;;0.0;1;7;0.0;1;;0.0;1;7;0.0;1;;0.0;1;10;0.0;1;
automata/termination/bist_cell_true-unreach-call_false-termination.cil.c_Iteration17_A.ba.hoa;automata/termination/bist_cell_true-unreach-call_false-termination.cil.c_Iteration17_B.ba.hoa;0.78;1;83;0.77;1;;0.77;1;83;0.75;1;;0.75;1;83;0.77;1;;0.79;1;83;0.79;1;;0.01;1;46;0.0;1;
automata/termination/bist_cell_true-unreach-call_false-termination.cil.c_Iteration21_A.ba.hoa;automata/termination/bist_cell_true-unreach-call_false-termination.cil.c_Iteration21_B.ba.hoa;1.73;1;147;1.67;1;;1.64;1;147;1.7;1;;1.69;1;147;1.69;1;;1.74;1;147;1.69;1;;0.01;1;44;0.0;1;
automata/termination/bist_cell_true-unreach-call_false-termination.cil.c_Iteration22_A.ba.hoa;automata/termination/bist_cell_true-unreach-call_false-termination.cil.c_Iteration22_B.ba.hoa;1.22;1;62;1.25;1;;1.23;1;62;1.27;1;;1.27;1;62;1.25;1;;1.27;1;62;1.26;1;;0.01;1;1524;0.0;1;
automata/termination/bist_cell_true-unreach-call_false-termination.cil.c_Iteration26_A.ba.hoa;automata/termination/bist_cell_true-unreach-call_false-termination.cil.c_Iteration26_B.ba.hoa;55.77;1;156;55.03;1;;55.06;1;156;55.76;1;;54.58;1;156;55.36;1;;55.76;1;156;55.14;1;;0.02;1;260;0.01;1;
automata/termination/bist_cell_true-unreach-call_false-termination.cil.c_Iteration27_A.ba.hoa;automata/termination/bist_cell_true-unreach-call_false-termination.cil.c_Iteration27_B.ba.hoa;157.76;1;194;156.63;1;;157.22;1;194;153.33;1;;156.95;1;194;157.86;1;;152.97;1;194;150.56;1;;0.02;1;274;0.02;1;
automata/termination/build_fullname_true-termination.c.i_Iteration2_A.ba.hoa;automata/termination/build_fullname_true-termination.c.i_Iteration2_B.ba.hoa;0.01;1;33;0.01;1;;0.0;1;33;0.0;1;;0.0;1;33;0.0;1;;0.0;1;33;0.0;1;;0.01;1;38;0.0;1;
automata/termination/build_fullname_true-termination.c.i_Iteration3_A.ba.hoa;automata/termination/build_fullname_true-termination.c.i_Iteration3_B.ba.hoa;0.0;1;45;0.01;1;;0.0;1;45;0.01;1;;0.0;1;45;0.0;1;;0.0;1;45;0.0;1;;0.01;1;63;0.0;1;
automata/termination/build_fullname_true-termination.c.i_Iteration4_A.ba.hoa;automata/termination/build_fullname_true-termination.c.i_Iteration4_B.ba.hoa;0.0;1;43;0.01;1;;0.0;1;43;0.01;1;;0.01;1;43;0.01;1;;0.01;1;43;0.0;1;;0.01;1;50;0.0;1;
automata/termination/c.01_assume-alloca_true-termination_true-no-overflow.c.i_Iteration2_A.ba.hoa;automata/termination/c.01_assume-alloca_true-termination_true-no-overflow.c.i_Iteration2_B.ba.hoa;0.01;1;21;0.0;1;;0.0;1;21;0.01;1;;0.0;1;21;0.0;1;;0.0;1;21;0.0;1;;0.01;1;24;0.0;1;
automata/termination/c.01_assume-alloca_true-termination_true-no-overflow.c.i_Iteration4_A.ba.hoa;automata/termination/c.01_assume-alloca_true-termination_true-no-overflow.c.i_Iteration4_B.ba.hoa;0.0;1;21;0.0;1;;0.01;1;21;0.01;1;;0.0;1;21;0.0;1;;0.0;1;21;0.01;1;;0.01;1;42;0.01;1;
automata/termination/c.01_assume_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/c.01_assume_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;8;0.0;1;;0.0;1;8;0.0;1;;0.0;1;8;0.0;1;;0.01;1;8;0.0;1;;0.01;1;9;0.0;1;
automata/termination/c.01_assume_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/c.01_assume_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;6;0.0;1;;0.0;1;6;0.0;1;;0.0;1;6;0.01;1;;0.0;1;6;0.0;1;;0.01;1;10;0.0;1;
automata/termination/c.02-alloca_true-termination_true-no-overflow.c.i_Iteration3_A.ba.hoa;automata/termination/c.02-alloca_true-termination_true-no-overflow.c.i_Iteration3_B.ba.hoa;0.02;1;25;0.01;1;;0.02;1;25;0.01;1;;0.02;1;25;0.01;1;;0.01;1;25;0.01;1;;0.01;1;24;0.0;1;
automata/termination/c.02-alloca_true-termination_true-no-overflow.c.i_Iteration4_A.ba.hoa;automata/termination/c.02-alloca_true-termination_true-no-overflow.c.i_Iteration4_B.ba.hoa;0.12;1;56;0.12;1;;0.12;1;56;0.12;1;;0.09;1;56;0.08;1;;0.05;1;56;0.06;1;;0.03;1;164;0.02;1;
automata/termination/c.02-alloca_true-termination_true-no-overflow.c.i_Iteration5_A.ba.hoa;automata/termination/c.02-alloca_true-termination_true-no-overflow.c.i_Iteration5_B.ba.hoa;0.03;1;68;0.03;1;;0.03;1;68;0.02;1;;0.02;1;68;0.03;1;;0.02;1;68;0.03;1;;0.01;1;283;0.0;1;
automata/termination/c.02_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/c.02_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;6;0.0;1;;0.01;1;6;0.0;1;;0.0;1;6;0.01;1;;0.0;1;6;0.0;1;;0.0;1;8;0.0;1;
automata/termination/c.02_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/c.02_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.01;1;8;0.0;1;;0.0;1;8;0.0;1;;0.0;1;8;0.0;1;;0.0;1;7;0.0;1;;0.01;1;12;0.0;1;
automata/termination/c.03-alloca_true-termination_true-no-overflow.c.i_Iteration2_A.ba.hoa;automata/termination/c.03-alloca_true-termination_true-no-overflow.c.i_Iteration2_B.ba.hoa;0.0;1;21;0.01;1;;0.0;1;21;0.0;1;;0.0;1;21;0.0;1;;0.0;1;21;0.0;1;;0.01;1;23;0.0;1;
automata/termination/c.03-alloca_true-termination_true-no-overflow.c.i_Iteration3_A.ba.hoa;automata/termination/c.03-alloca_true-termination_true-no-overflow.c.i_Iteration3_B.ba.hoa;0.01;1;35;0.0;1;;0.01;1;35;0.01;1;;0.01;1;35;0.01;1;;0.0;1;35;0.01;1;;0.01;1;42;0.0;1;
automata/termination/c.03-alloca_true-termination_true-no-overflow.c.i_Iteration4_A.ba.hoa;automata/termination/c.03-alloca_true-termination_true-no-overflow.c.i_Iteration4_B.ba.hoa;0.02;1;63;0.02;1;;0.01;1;63;0.01;1;;0.02;1;63;0.01;1;;0.01;1;59;0.01;1;;0.01;1;64;0.0;1;
automata/termination/c.08-alloca_true-termination_true-no-overflow.c.i_Iteration2_A.ba.hoa;automata/termination/c.08-alloca_true-termination_true-no-overflow.c.i_Iteration2_B.ba.hoa;0.01;1;16;0.01;1;;0.01;1;16;0.0;1;;0.01;1;16;0.01;1;;0.0;1;16;0.01;1;;0.0;1;20;0.0;1;
automata/termination/c.08-alloca_true-termination_true-no-overflow.c.i_Iteration3_A.ba.hoa;automata/termination/c.08-alloca_true-termination_true-no-overflow.c.i_Iteration3_B.ba.hoa;0.1;1;36;0.1;1;;0.11;1;36;0.1;1;;0.09;1;36;0.08;1;;0.03;1;36;0.03;1;;0.03;1;46;0.03;1;
automata/termination/c.08-alloca_true-termination_true-no-overflow.c.i_Iteration4_A.ba.hoa;automata/termination/c.08-alloca_true-termination_true-no-overflow.c.i_Iteration4_B.ba.hoa;0.01;1;18;0.0;1;;0.01;1;18;0.0;1;;0.01;1;18;0.0;1;;0.0;1;18;0.0;1;;0.0;1;72;0.0;1;
automata/termination/c.08_true-termination_true-no-overflow.c_Iteration2_A.ba.hoa;automata/termination/c.08_true-termination_true-no-overflow.c_Iteration2_B.ba.hoa;0.0;1;6;0.0;1;;0.0;1;6;0.0;1;;0.0;1;6;0.0;1;;0.0;1;6;0.0;1;;0.0;1;7;0.0;1;
automata/termination/c.08_true-termination_true-no-overflow.c_Iteration3_A.ba.hoa;automata/termination/c.08_true-termination_true-no-overflow.c_Iteration3_B.ba.hoa;0.0;1;11;0.0;1;;0.0;1;11;0.0;1;;0.0;1;11;0.0;1;;0.01;1;11;0.0;1;;0.01;1;12;0.0;1;
automata/termination/cggmp2005b_true-unreach-call_true-termination.c.i_Iteration2_A.ba.hoa;automata/termination/cggmp2005b_true-unreach-call_true-termination.c.i_Iteration2_B.ba.hoa;0.0;1;8;0.0;1;;0.0;1;8;0.0;1;;0.01;1;8;0.0;1;;0.01;1;8;0.0;1;;0.01;1;8;0.0;1;
automata/termination/cggmp2005b_true-unreach-call_true-termination.c.i_Iteration3_A.ba.hoa;automata/termination/cggmp2005b_true-unreach-call_true-termination.c.i_Iteration3_B.ba.hoa;0.0;1;15;0.01;1;;0.0;1;15;0.0;1;;0.0;1;15;0.0;1;;0.0;1;15;0.0;1;;0.01;1;19;0.0;1;
automata/termination/cggmp2005b_true-unreach-call_true-termination.c.i_Iteration4_A.ba.hoa;automata/termination/cggmp2005b_true-unreach-call_true-termination.c.i_Iteration4_B.ba.hoa;0.0;1;30;0.0;1;;0.0;1;30;0.0;1;;0.0;1;30;0.0;1;;0.0;1;30;0.0;1;;0.01;1;27;0.0;1;
automata/termination/count_down-alloca_true-termination.c.i_Iteration3_A.ba.hoa;automata/termination/count_down-alloca_true-termination.c.i_Iteration3_B.ba.hoa;0.0;1;26;0.0;1;;0.0;1;26;0.0;1;;0.0;1;26;0.0;1;;0.0;1;26;0.0;1;;0.01;1;27;0.0;1;
automata/termination/count_down-alloca_true-termination.c.i_Iteration4_A.ba.hoa;automata/termination/count_down-alloca_true-termination.c.i_Iteration4_B.ba.hoa;0.01;1;34;0.01;1;;0.01;1;34;0.01;1;;0.01;1;34;0.01;1;;0.01;1;34;0.0;1;;0.01;1;44;0.0;1;
automata/termination/count_up_alloca_true-termination.c.i_Iteration3_A.ba.hoa;automata/termination/count_up_alloca_true-termination.c.i_Iteration3_B.ba.hoa;0.01;1;33;0.0;1;;0.0;1;33;0.0;1;;0.0;1;33;0.01;1;;0.0;1;29;0.0;1;;0.0;1;29;0.0;1;
automata/termination/count_up_alloca_true-termination.c.i_Iteration4_A.ba.hoa;automata/termination/count_up_alloca_true-termination.c.i_Iteration4_B.ba.hoa;0.01;1;34;0.01;1;;0.01;1;34;0.01;1;;0.0;1;34;0.01;1;;0.0;1;34;0.0;1;;0.0;1;46;0.0;1;
